customer_id,month,data_used_gb,voice_minutes,support_calls,app_logins,downtime_minutes
CUST_1325,11,0.02,445.6,0,81,20
CUST_1325,12,83.85,710.6,0,47,3
CUST_1326,1,20.85,130.1,0,105,15
CUST_1326,2,41.5,143.7,1,30,17
CUST_1326,3,15.81,638.8,0,103,15
CUST_1326,4,7.35,596.6,0,57,34
CUST_1326,5,65.41,512.4,0,104,22
CUST_1326,6,4.43,477.8,2,26,8
CUST_1326,7,1.16,290.0,1,52,27
CUST_1326,8,64.99,733.3,0,37,8
CUST_1326,9,68.08,600.9,0,23,38
CUST_1326,10,52.04,498.7,1,74,19
CUST_1326,11,86.8,747.0,1,102,0
CUST_1326,12,1.18,692.9,0,76,23
CUST_1327,1,1.57,260.6,1,115,21
CUST_1327,2,48.78,221.3,1,102,2
CUST_1327,3,1.59,434.3,0,89,27
CUST_1327,4,19.49,706.5,0,83,31
CUST_1327,5,47.39,413.4,1,51,36
CUST_1327,6,10.19,694.3,0,31,18
CUST_1327,7,51.2,345.5,0,29,15
CUST_1327,8,12.99,403.1,0,33,24
CUST_1327,9,39.44,680.1,1,71,13
CUST_1327,10,7.13,462.6,0,88,35
CUST_1327,11,7.95,363.4,0,67,2
CUST_1327,12,2.31,443.6,0,44,14
CUST_1328,1,130.83,437.9,0,84,9
CUST_1328,2,6.11,711.7,0,119,33
CUST_1328,3,27.46,236.0,0,26,20
CUST_1328,4,87.0,382.4,0,86,7
CUST_1328,5,28.35,545.2,0,49,19
CUST_1328,6,9.01,756.1,0,24,6
CUST_1328,7,39.76,275.8,0,39,11
CUST_1328,8,118.34,575.6,0,35,15
CUST_1328,9,8.82,151.5,1,95,23
CUST_1328,10,51.47,276.4,0,69,3
CUST_1328,11,34.33,501.3,0,49,16
CUST_1328,12,26.52,262.2,1,45,0
CUST_1329,1,15.37,538.5,0,44,24
CUST_1329,2,114.48,286.7,0,52,35
CUST_1329,3,40.48,541.3,2,107,1
CUST_1329,4,17.11,307.1,0,110,6
CUST_1329,5,50.47,660.4,0,96,35
CUST_1329,6,13.32,727.8,0,57,33
CUST_1329,7,66.65,411.3,0,107,39
CUST_1329,8,5.23,174.8,0,63,39
CUST_1329,9,37.89,610.5,0,48,2
CUST_1329,10,1.19,443.4,0,41,23
CUST_1329,11,1.06,163.0,2,58,30
CUST_1329,12,30.36,741.7,1,20,34
CUST_1330,1,4.08,590.2,0,26,10
CUST_1330,2,52.49,268.4,0,79,23
CUST_1330,3,54.79,792.4,1,96,33
CUST_1330,4,9.99,504.2,0,36,32
CUST_1330,5,6.71,296.8,0,29,32
CUST_1330,6,7.89,138.2,1,62,8
CUST_1330,7,18.1,366.5,1,33,29
CUST_1330,8,9.78,519.6,1,39,27
CUST_1330,9,4.41,528.1,0,82,32
CUST_1330,10,6.46,479.9,0,24,36
CUST_1330,11,19.61,680.7,0,79,35
CUST_1330,12,39.88,294.9,1,85,2
CUST_1331,1,8.53,118.7,0,39,29
CUST_1331,2,85.62,101.9,0,86,30
CUST_1331,3,41.99,200.9,0,47,27
CUST_1331,4,31.96,446.6,1,107,18
CUST_1331,5,93.26,105.1,0,100,1
CUST_1331,6,63.96,236.4,0,31,6
CUST_1331,7,21.95,725.2,0,33,16
CUST_1331,8,24.2,372.5,2,99,15
CUST_1331,9,38.37,192.8,1,102,24
CUST_1331,10,6.88,442.5,0,118,0
CUST_1331,11,3.66,384.7,0,46,7
CUST_1331,12,94.25,513.7,0,26,9
CUST_1332,1,18.35,540.0,1,78,25
CUST_1332,2,43.91,273.1,0,34,7
CUST_1332,3,21.58,576.3,1,90,31
CUST_1332,4,16.29,129.8,1,28,39
CUST_1332,5,8.94,374.4,0,117,37
CUST_1332,6,34.25,697.2,0,88,35
CUST_1332,7,35.08,660.9,0,89,1
CUST_1332,8,4.09,574.6,0,31,32
CUST_1332,9,37.9,101.2,0,46,11
CUST_1332,10,0.72,164.5,0,93,23
CUST_1332,11,44.79,421.2,0,38,36
CUST_1332,12,1.92,485.0,0,39,6
CUST_1333,1,5.94,148.8,1,99,22
CUST_1333,2,1.11,748.7,1,60,7
CUST_1333,3,17.92,438.1,0,70,30
CUST_1333,4,0.22,736.7,0,78,5
CUST_1333,5,51.41,798.8,1,51,28
CUST_1333,6,77.26,653.3,1,94,32
CUST_1333,7,45.4,545.1,1,51,22
CUST_1333,8,20.13,548.0,0,73,22
CUST_1333,9,4.4,238.4,0,53,2
CUST_1333,10,76.61,409.4,0,105,31
CUST_1333,11,32.39,512.3,0,32,30
CUST_1333,12,28.0,388.3,0,53,13
CUST_1334,1,77.75,737.3,0,79,3
CUST_1334,2,30.16,441.7,0,79,0
CUST_1334,3,9.36,504.1,1,57,37
CUST_1334,4,53.51,492.7,0,73,28
CUST_1334,5,22.19,525.6,1,54,31
CUST_1334,6,18.6,410.6,0,62,37
CUST_1334,7,35.07,166.6,0,75,2
CUST_1334,8,77.97,115.2,0,34,3
CUST_1334,9,1.21,563.6,1,69,14
CUST_1334,10,6.72,239.9,0,77,16
CUST_1334,11,17.59,761.2,0,62,12
CUST_1334,12,11.6,142.7,0,50,6
CUST_1335,1,2.96,656.1,0,87,9
CUST_1335,2,6.27,372.7,1,94,37
CUST_1335,3,63.69,468.4,0,78,12
CUST_1335,4,4.02,711.4,1,38,17
CUST_1335,5,1.19,499.0,1,97,23
CUST_1335,6,70.34,261.8,0,36,16
CUST_1335,7,25.01,174.1,0,66,30
CUST_1335,8,27.42,122.2,0,96,26
CUST_1335,9,42.33,430.5,0,38,25
CUST_1335,10,36.4,440.5,0,59,20
CUST_1335,11,80.33,240.3,1,23,29
CUST_1335,12,6.86,585.7,0,96,12
CUST_1336,1,22.51,720.0,1,107,17
CUST_1336,2,11.88,277.2,0,21,21
CUST_1336,3,4.92,233.4,0,92,13
CUST_1336,4,28.61,602.1,0,71,4
CUST_1336,5,41.93,361.1,0,107,19
CUST_1336,6,20.23,759.7,0,100,16
CUST_1336,7,30.1,202.6,1,60,10
CUST_1336,8,120.83,283.7,0,91,1
CUST_1336,9,23.21,721.4,0,94,9
CUST_1336,10,8.24,413.3,0,63,27
CUST_1336,11,4.9,588.2,0,92,18
CUST_1336,12,0.96,426.7,0,23,6
CUST_1337,1,12.89,486.7,0,97,39
CUST_1337,2,10.68,707.6,1,62,39
CUST_1337,3,87.73,121.4,1,38,36
CUST_1337,4,18.24,442.7,2,79,0
CUST_1337,5,44.1,633.3,0,85,7
CUST_1337,6,0.75,259.7,0,21,4
CUST_1337,7,20.48,319.8,0,56,34
CUST_1337,8,8.47,315.9,1,21,2
CUST_1337,9,83.68,308.9,0,106,28
CUST_1337,10,1.06,147.7,2,99,38
CUST_1337,11,77.95,779.3,1,76,12
CUST_1337,12,60.06,608.7,1,114,0
CUST_1338,1,7.37,315.6,0,119,25
CUST_1338,2,37.88,261.8,1,30,18
CUST_1338,3,21.94,768.5,0,118,4
CUST_1338,4,17.78,620.7,0,62,7
CUST_1338,5,70.03,338.8,0,62,21
CUST_1338,6,58.66,181.5,1,96,16
CUST_1338,7,114.78,374.4,0,113,17
CUST_1338,8,13.54,373.3,0,83,30
CUST_1338,9,58.83,113.7,0,64,19
CUST_1338,10,0.63,776.8,1,77,3
CUST_1338,11,18.72,377.7,0,98,9
CUST_1338,12,11.86,703.1,0,84,36
CUST_1339,1,25.88,679.5,0,65,39
CUST_1339,2,0.72,113.3,1,47,21
CUST_1339,3,166.96,306.0,0,114,13
CUST_1339,4,10.95,644.0,0,51,10
CUST_1339,5,2.41,140.2,0,77,32
CUST_1339,6,94.27,493.7,0,81,11
CUST_1339,7,35.99,674.3,0,94,39
CUST_1339,8,11.49,486.1,0,35,5
CUST_1339,9,7.47,395.8,1,35,4
CUST_1339,10,70.49,181.9,1,27,17
CUST_1339,11,39.81,693.6,0,101,25
CUST_1339,12,6.72,266.6,0,72,8
CUST_1340,1,54.89,691.8,1,26,24
CUST_1340,2,37.48,263.9,0,106,15
CUST_1340,3,125.98,544.9,0,94,33
CUST_1340,4,0.7,643.9,0,87,8
CUST_1340,5,20.56,561.9,0,101,35
CUST_1340,6,8.01,747.5,1,73,28
CUST_1340,7,1.04,416.3,0,114,12
CUST_1340,8,66.41,450.2,0,93,28
CUST_1340,9,10.66,241.0,1,56,30
CUST_1340,10,10.04,585.1,1,84,3
CUST_1340,11,52.56,737.8,0,59,15
CUST_1340,12,1.91,232.7,0,97,21
CUST_1341,1,14.0,307.9,0,30,19
CUST_1341,2,0.23,321.8,1,97,21
CUST_1341,3,109.92,174.7,0,49,35
CUST_1341,4,11.88,677.8,0,26,9
CUST_1341,5,5.41,151.1,0,34,2
CUST_1341,6,52.73,537.4,0,33,19
CUST_1341,7,41.53,417.7,0,95,12
CUST_1341,8,91.68,142.9,1,29,27
CUST_1341,9,46.64,636.2,0,63,11
CUST_1341,10,55.91,747.2,0,81,0
CUST_1341,11,30.33,703.9,0,82,30
CUST_1341,12,20.85,366.6,0,65,33
CUST_1342,1,6.72,338.0,0,110,14
CUST_1342,2,5.61,148.8,0,115,28
CUST_1342,3,30.74,479.3,0,54,36
CUST_1342,4,5.68,125.8,0,56,39
CUST_1342,5,27.43,756.5,0,73,1
CUST_1342,6,0.43,740.5,0,59,18
CUST_1342,7,40.41,791.3,0,57,32
CUST_1342,8,44.13,328.7,0,69,16
CUST_1342,9,19.69,588.4,0,88,25
CUST_1342,10,12.79,234.8,0,54,37
CUST_1342,11,5.75,130.8,1,42,17
CUST_1342,12,20.06,412.6,0,78,18
CUST_1343,1,22.29,331.7,1,28,25
CUST_1343,2,35.52,239.7,0,32,21
CUST_1343,3,57.42,263.4,0,81,12
CUST_1343,4,35.02,667.8,0,21,28
CUST_1343,5,16.77,402.6,0,93,37
CUST_1343,6,63.18,179.5,0,46,18
CUST_1343,7,0.78,447.9,0,31,32
CUST_1343,8,43.05,472.8,0,84,13
CUST_1343,9,8.46,664.5,0,83,28
CUST_1343,10,28.7,444.0,0,113,1
CUST_1343,11,21.95,327.7,0,73,1
CUST_1343,12,58.15,562.6,0,32,38
CUST_1344,1,30.84,249.2,0,103,0
CUST_1344,2,26.04,436.3,0,99,19
CUST_1344,3,14.66,715.8,0,97,23
CUST_1344,4,101.15,605.1,0,95,34
CUST_1344,5,42.25,141.5,0,83,37
CUST_1344,6,34.89,324.5,0,57,21
CUST_1344,7,77.28,124.2,0,40,18
CUST_1344,8,60.64,460.1,0,42,36
CUST_1344,9,36.88,769.1,0,37,14
CUST_1344,10,64.26,754.2,0,111,4
CUST_1344,11,54.05,690.5,0,85,2
CUST_1344,12,90.74,188.1,0,113,28
CUST_1345,1,1.51,758.0,1,104,34
CUST_1345,2,8.21,290.4,0,48,1
CUST_1345,3,11.78,275.1,0,28,23
CUST_1345,4,14.69,550.7,0,53,3
CUST_1345,5,58.61,183.1,1,52,39
CUST_1345,6,7.28,565.5,0,71,1
CUST_1345,7,1.21,758.0,0,29,39
CUST_1345,8,46.7,447.8,0,115,24
CUST_1345,9,0.0,564.9,0,81,26
CUST_1345,10,0.99,408.8,1,49,21
CUST_1345,11,21.44,315.8,0,99,33
CUST_1345,12,13.51,105.6,0,88,25
CUST_1346,1,8.14,225.5,0,118,14
CUST_1346,2,91.32,659.1,0,33,17
CUST_1346,3,21.52,629.5,1,114,23
CUST_1346,4,6.17,113.8,1,111,13
CUST_1346,5,6.1,709.3,0,89,4
CUST_1346,6,16.5,376.7,1,71,19
CUST_1346,7,24.92,530.6,0,71,22
CUST_1346,8,39.13,500.7,0,95,30
CUST_1346,9,60.81,687.4,0,39,0
CUST_1346,10,11.92,240.9,0,93,23
CUST_1346,11,21.14,158.1,1,58,26
CUST_1346,12,46.99,100.5,1,77,22
CUST_1347,1,144.37,536.3,0,60,34
CUST_1347,2,205.05,152.9,1,21,31
CUST_1347,3,25.98,599.4,0,102,39
CUST_1347,4,46.57,359.6,0,43,5
CUST_1347,5,125.86,569.1,0,88,30
CUST_1347,6,5.79,496.8,0,34,24
CUST_1347,7,28.16,768.1,2,45,4
CUST_1347,8,16.42,518.5,0,51,10
CUST_1347,9,69.27,372.1,0,55,37
CUST_1347,10,39.8,559.5,1,41,17
CUST_1347,11,16.39,642.9,0,109,18
CUST_1347,12,19.75,782.3,0,77,1
CUST_1348,1,21.21,728.4,1,93,35
CUST_1348,2,0.45,364.4,1,105,29
CUST_1348,3,58.36,378.6,0,81,13
CUST_1348,4,36.26,758.8,0,115,12
CUST_1348,5,78.39,184.7,0,103,14
CUST_1348,6,90.91,325.4,1,81,36
CUST_1348,7,2.07,279.6,0,32,22
CUST_1348,8,3.19,263.5,0,47,9
CUST_1348,9,0.11,649.6,0,34,5
CUST_1348,10,52.41,506.8,0,49,20
CUST_1348,11,8.81,297.5,1,109,17
CUST_1348,12,4.77,746.9,0,92,24
CUST_1349,1,62.17,707.9,0,32,23
CUST_1349,2,31.2,486.1,0,66,23
CUST_1349,3,49.61,367.1,0,78,13
CUST_1349,4,3.15,451.7,0,100,6
CUST_1349,5,0.16,213.6,1,89,36
CUST_1349,6,70.69,674.0,1,118,18
CUST_1349,7,0.06,147.0,1,55,32
CUST_1349,8,2.29,781.9,0,57,6
CUST_1349,9,27.15,764.2,2,70,37
CUST_1349,10,16.85,103.3,0,67,2
CUST_1349,11,3.3,434.9,0,115,10
CUST_1349,12,19.17,254.6,0,42,31
CUST_1350,1,24.08,315.1,0,96,36
CUST_1350,2,18.69,502.5,0,103,2
CUST_1350,3,65.9,305.2,0,104,30
CUST_1350,4,37.0,634.1,0,62,33
CUST_1350,5,57.88,606.5,0,105,5
CUST_1350,6,14.02,584.6,0,26,0
CUST_1350,7,1.53,214.1,0,69,18
CUST_1350,8,26.89,169.8,0,75,37
CUST_1350,9,7.43,645.4,0,25,27
CUST_1350,10,0.15,468.8,0,28,31
CUST_1350,11,52.29,675.5,0,92,35
CUST_1350,12,25.59,456.5,1,53,22
CUST_1351,1,13.35,148.1,0,50,32
CUST_1351,2,10.27,664.5,1,85,28
CUST_1351,3,48.12,385.3,0,47,31
CUST_1351,4,5.62,123.9,0,84,9
CUST_1351,5,26.35,592.8,0,20,38
CUST_1351,6,31.6,182.9,0,50,6
CUST_1351,7,3.64,523.4,1,109,19
CUST_1351,8,7.9,633.7,1,89,21
CUST_1351,9,35.47,743.8,0,20,11
CUST_1351,10,49.3,437.6,1,110,36
CUST_1351,11,40.01,397.7,0,37,17
CUST_1351,12,9.72,117.3,0,72,35
CUST_1352,1,4.54,297.9,1,83,0
CUST_1352,2,15.99,785.9,1,34,24
CUST_1352,3,68.25,742.4,2,93,14
CUST_1352,4,0.71,759.8,1,115,0
CUST_1352,5,5.54,475.6,1,63,26
CUST_1352,6,14.39,584.9,0,46,37
CUST_1352,7,1.08,233.8,0,33,17
CUST_1352,8,22.46,447.3,0,104,18
CUST_1352,9,61.32,607.3,1,21,37
CUST_1352,10,34.03,235.6,2,22,35
CUST_1352,11,6.94,312.8,1,83,8
CUST_1352,12,12.69,727.4,2,94,23
CUST_1353,1,3.36,184.7,0,81,33
CUST_1353,2,36.87,183.1,1,112,14
CUST_1353,3,54.81,741.6,0,52,35
CUST_1353,4,53.06,307.5,0,30,33
CUST_1353,5,12.55,426.3,0,70,13
CUST_1353,6,26.92,591.1,0,54,31
CUST_1353,7,14.83,451.3,1,88,14
CUST_1353,8,38.55,740.1,1,77,22
CUST_1353,9,4.3,478.4,0,50,3
CUST_1353,10,50.3,685.2,0,100,29
CUST_1353,11,100.72,670.4,0,50,11
CUST_1353,12,62.14,508.5,1,89,38
CUST_1354,1,15.83,405.6,0,85,31
CUST_1354,2,32.04,639.5,0,119,9
CUST_1354,3,8.77,418.4,0,63,13
CUST_1354,4,9.85,383.5,1,60,25
CUST_1354,5,15.72,742.6,1,70,20
CUST_1354,6,30.82,606.7,0,66,4
CUST_1354,7,24.7,450.9,0,92,12
CUST_1354,8,134.79,605.1,0,96,20
CUST_1354,9,39.16,732.7,1,88,27
CUST_1354,10,11.41,604.3,0,61,4
CUST_1354,11,14.12,315.0,1,83,38
CUST_1354,12,84.93,340.7,0,58,31
CUST_1355,1,72.1,336.7,0,106,12
CUST_1355,2,134.94,229.0,0,82,29
CUST_1355,3,9.58,774.9,0,93,19
CUST_1355,4,0.0,192.0,0,24,20
CUST_1355,5,8.36,460.8,1,118,4
CUST_1355,6,4.46,141.5,0,54,39
CUST_1355,7,6.8,444.7,0,110,8
CUST_1355,8,51.76,347.3,0,41,14
CUST_1355,9,13.98,417.1,0,85,15
CUST_1355,10,5.24,611.9,0,49,21
CUST_1355,11,0.66,672.1,1,116,8
CUST_1355,12,22.58,317.4,0,56,16
CUST_1356,1,21.6,652.9,0,24,6
CUST_1356,2,24.11,253.4,1,103,34
CUST_1356,3,2.08,713.9,0,45,15
CUST_1356,4,15.34,596.9,1,68,29
CUST_1356,5,13.09,194.3,0,96,14
CUST_1356,6,6.76,407.4,0,27,0
CUST_1356,7,8.71,658.5,1,34,1
CUST_1356,8,7.38,711.2,0,71,19
CUST_1356,9,88.05,178.0,0,66,18
CUST_1356,10,4.58,798.1,0,74,20
CUST_1356,11,26.07,656.0,0,60,39
CUST_1356,12,8.37,332.5,0,78,10
CUST_1357,1,35.9,629.4,0,33,28
CUST_1357,2,3.46,350.2,0,80,20
CUST_1357,3,1.66,461.4,0,71,12
CUST_1357,4,1.91,361.0,0,23,26
CUST_1357,5,1.44,147.3,0,104,4
CUST_1357,6,31.47,718.1,0,93,21
CUST_1357,7,43.1,657.1,0,20,36
CUST_1357,8,36.81,382.9,1,98,23
CUST_1357,9,16.96,300.7,0,49,14
CUST_1357,10,46.41,582.4,0,48,20
CUST_1357,11,16.92,395.9,1,89,20
CUST_1357,12,25.55,684.1,0,72,28
CUST_1358,1,16.07,524.0,0,59,0
CUST_1358,2,81.24,697.4,1,99,19
CUST_1358,3,5.66,652.4,0,84,24
CUST_1358,4,1.42,232.1,0,75,1
CUST_1358,5,21.33,452.3,0,115,7
CUST_1358,6,31.02,446.1,1,100,37
CUST_1358,7,50.61,367.2,0,27,38
CUST_1358,8,38.19,213.6,0,91,15
CUST_1358,9,24.98,361.7,1,101,4
CUST_1358,10,67.65,466.2,0,119,28
CUST_1358,11,11.93,642.7,0,42,22
CUST_1358,12,0.16,208.5,0,66,34
CUST_1359,1,1.69,687.6,0,62,13
CUST_1359,2,8.87,390.5,0,60,12
CUST_1359,3,111.72,648.4,0,39,35
CUST_1359,4,8.5,264.4,0,53,31
CUST_1359,5,6.56,161.7,0,53,9
CUST_1359,6,3.71,455.8,0,103,25
CUST_1359,7,13.48,693.8,0,82,30
CUST_1359,8,20.31,791.8,0,32,18
CUST_1359,9,0.55,560.1,0,91,13
CUST_1359,10,19.36,397.5,1,70,23
CUST_1359,11,1.07,354.0,1,99,24
CUST_1359,12,16.84,694.2,1,84,33
CUST_1360,1,13.76,574.1,1,31,25
CUST_1360,2,61.41,480.7,0,23,28
CUST_1360,3,10.79,795.5,0,39,34
CUST_1360,4,28.62,649.1,0,50,8
CUST_1360,5,83.47,130.2,1,45,19
CUST_1360,6,12.33,390.4,0,66,27
CUST_1360,7,13.71,602.3,1,56,25
CUST_1360,8,4.41,390.5,0,54,16
CUST_1360,9,18.4,234.2,2,80,14
CUST_1360,10,23.74,314.0,0,89,38
CUST_1360,11,21.08,172.3,0,42,33
CUST_1360,12,12.65,551.2,0,114,19
CUST_1361,1,23.68,176.6,1,83,33
CUST_1361,2,32.1,538.3,0,35,38
CUST_1361,3,11.78,155.7,0,35,19
CUST_1361,4,5.41,511.4,0,115,33
CUST_1361,5,10.46,680.4,0,44,33
CUST_1361,6,27.25,222.5,0,50,4
CUST_1361,7,4.05,445.8,0,33,4
CUST_1361,8,32.68,348.8,0,112,14
CUST_1361,9,6.33,160.5,0,37,15
CUST_1361,10,83.81,384.5,1,54,2
CUST_1361,11,11.84,505.9,0,67,8
CUST_1361,12,20.29,258.6,2,36,5
CUST_1362,1,15.53,553.1,1,81,21
CUST_1362,2,34.14,376.9,1,113,16
CUST_1362,3,89.0,248.4,0,24,27
CUST_1362,4,18.64,795.2,0,89,1
CUST_1362,5,51.61,691.3,0,42,4
CUST_1362,6,0.56,737.1,0,65,38
CUST_1362,7,21.11,470.0,0,92,13
CUST_1362,8,45.5,137.6,1,33,30
CUST_1362,9,115.51,191.0,0,108,10
CUST_1362,10,2.92,117.2,0,26,20
CUST_1362,11,8.81,347.8,0,78,15
CUST_1362,12,10.75,643.2,0,86,39
CUST_1363,1,40.54,663.6,0,70,8
CUST_1363,2,12.34,521.9,0,100,5
CUST_1363,3,25.11,727.4,0,31,38
CUST_1363,4,14.95,239.2,0,67,2
CUST_1363,5,116.39,474.2,0,47,34
CUST_1363,6,4.47,402.7,0,37,31
CUST_1363,7,9.84,254.0,0,81,24
CUST_1363,8,28.03,243.4,1,78,23
CUST_1363,9,1.38,415.8,0,74,35
CUST_1363,10,10.12,200.4,1,30,39
CUST_1363,11,6.38,198.7,0,83,22
CUST_1363,12,7.36,539.3,1,49,7
CUST_1364,1,18.81,189.0,0,35,34
CUST_1364,2,1.13,404.7,0,115,10
CUST_1364,3,9.94,552.5,0,88,10
CUST_1364,4,77.64,594.5,0,90,21
CUST_1364,5,0.36,119.9,0,59,16
CUST_1364,6,24.62,678.1,0,41,2
CUST_1364,7,21.41,535.9,0,76,1
CUST_1364,8,45.52,684.2,2,85,5
CUST_1364,9,59.06,795.2,1,56,39
CUST_1364,10,7.51,567.0,0,102,19
CUST_1364,11,84.37,501.2,0,118,6
CUST_1364,12,25.25,150.9,1,21,7
CUST_1365,1,21.58,249.8,0,69,37
CUST_1365,2,28.0,117.5,0,72,25
CUST_1365,3,14.01,434.6,2,70,27
CUST_1365,4,48.71,618.4,1,29,17
CUST_1365,5,0.34,683.4,0,90,22
CUST_1365,6,6.0,562.6,3,50,13
CUST_1365,7,29.36,655.2,1,51,33
CUST_1365,8,5.87,410.0,0,85,16
CUST_1365,9,33.33,788.7,0,98,33
CUST_1365,10,25.05,414.7,0,91,21
CUST_1365,11,32.23,796.3,0,74,38
CUST_1365,12,76.77,172.3,1,50,2
CUST_1366,1,14.02,321.0,0,81,18
CUST_1366,2,56.03,488.8,0,21,31
CUST_1366,3,13.33,324.3,1,45,2
CUST_1366,4,38.65,469.6,0,94,30
CUST_1366,5,18.15,324.7,1,57,20
CUST_1366,6,7.73,160.1,0,57,22
CUST_1366,7,18.68,111.4,1,78,37
CUST_1366,8,14.44,316.3,0,72,6
CUST_1366,9,10.35,117.8,1,44,1
CUST_1366,10,65.73,596.3,0,104,8
CUST_1366,11,27.61,739.3,0,104,37
CUST_1366,12,48.49,359.3,1,55,6
CUST_1367,1,16.06,500.5,1,55,16
CUST_1367,2,15.8,572.9,0,51,34
CUST_1367,3,26.21,117.6,0,60,9
CUST_1367,4,10.03,169.7,0,27,14
CUST_1367,5,5.69,166.6,0,88,35
CUST_1367,6,5.98,129.5,0,55,26
CUST_1367,7,28.16,344.1,0,70,22
CUST_1367,8,2.31,403.0,0,71,5
CUST_1367,9,3.14,417.1,0,56,10
CUST_1367,10,18.65,279.2,0,64,11
CUST_1367,11,33.33,770.0,0,94,9
CUST_1367,12,19.48,109.7,0,105,7
CUST_1368,1,3.71,371.8,0,73,12
CUST_1368,2,11.86,370.0,1,85,30
CUST_1368,3,76.54,749.4,0,51,0
CUST_1368,4,2.78,383.7,0,57,36
CUST_1368,5,34.69,637.2,0,41,18
CUST_1368,6,15.52,788.1,1,78,38
CUST_1368,7,28.18,628.1,1,110,26
CUST_1368,8,18.3,511.2,1,110,18
CUST_1368,9,36.82,258.8,0,36,12
CUST_1368,10,2.01,105.3,0,102,35
CUST_1368,11,13.6,475.4,0,97,39
CUST_1368,12,18.24,337.2,0,106,29
CUST_1369,1,3.32,405.7,0,111,29
CUST_1369,2,0.37,396.3,0,76,9
CUST_1369,3,72.08,205.5,0,33,22
CUST_1369,4,14.9,358.5,0,85,3
CUST_1369,5,36.91,314.4,1,72,15
CUST_1369,6,25.98,511.4,0,67,4
CUST_1369,7,1.3,280.0,0,66,9
CUST_1369,8,4.88,474.9,0,84,34
CUST_1369,9,2.48,106.3,0,62,22
CUST_1369,10,89.09,162.1,0,90,27
CUST_1369,11,60.16,730.6,1,90,23
CUST_1369,12,18.68,761.8,0,55,12
CUST_1370,1,19.33,583.6,0,53,8
CUST_1370,2,36.31,660.8,0,87,9
CUST_1370,3,18.66,442.1,0,78,15
CUST_1370,4,2.04,375.6,0,25,4
CUST_1370,5,44.67,199.0,0,97,23
CUST_1370,6,6.98,575.5,0,49,18
CUST_1370,7,100.23,153.6,0,73,23
CUST_1370,8,106.73,483.8,0,119,24
CUST_1370,9,1.11,325.3,0,68,22
CUST_1370,10,19.3,350.8,1,100,24
CUST_1370,11,37.55,715.3,0,30,34
CUST_1370,12,102.7,457.9,1,21,13
CUST_1371,1,15.93,239.3,0,77,12
CUST_1371,2,16.18,736.7,0,85,36
CUST_1371,3,7.2,338.9,0,95,24
CUST_1371,4,59.56,304.7,0,33,22
CUST_1371,5,13.91,785.0,1,58,1
CUST_1371,6,7.84,574.3,0,66,32
CUST_1371,7,19.04,609.4,0,51,33
CUST_1371,8,33.09,621.6,0,107,3
CUST_1371,9,10.93,157.0,0,82,13
CUST_1371,10,63.44,194.8,0,104,39
CUST_1371,11,4.45,160.8,1,83,18
CUST_1371,12,5.21,245.1,0,43,17
CUST_1372,1,33.3,798.5,1,115,17
CUST_1372,2,13.19,257.6,1,24,37
CUST_1372,3,106.28,518.6,1,77,19
CUST_1372,4,64.1,774.4,0,87,17
CUST_1372,5,115.93,254.0,0,60,4
CUST_1372,6,38.95,399.1,0,73,39
CUST_1372,7,29.39,732.2,0,39,26
CUST_1372,8,16.85,544.1,0,93,34
CUST_1372,9,20.35,487.3,0,102,38
CUST_1372,10,24.12,616.2,1,21,26
CUST_1372,11,9.4,285.3,0,117,38
CUST_1372,12,16.05,159.2,1,90,18
CUST_1373,1,24.88,419.0,0,20,14
CUST_1373,2,45.28,106.8,1,79,11
CUST_1373,3,11.64,131.3,0,93,26
CUST_1373,4,5.06,282.4,1,66,32
CUST_1373,5,2.64,129.3,0,96,18
CUST_1373,6,86.69,441.1,1,99,22
CUST_1373,7,68.82,790.4,0,109,28
CUST_1373,8,30.27,237.9,1,26,13
CUST_1373,9,51.03,112.8,0,42,24
CUST_1373,10,5.73,713.4,0,97,3
CUST_1373,11,12.61,560.9,0,105,12
CUST_1373,12,13.45,611.3,0,54,1
CUST_1374,1,0.25,365.4,3,94,39
CUST_1374,2,21.72,284.6,0,92,13
CUST_1374,3,12.38,250.5,0,45,30
CUST_1374,4,8.82,459.7,0,87,1
CUST_1374,5,12.49,623.3,0,65,3
CUST_1374,6,3.58,387.2,1,68,27
CUST_1374,7,15.52,187.8,1,86,0
CUST_1374,8,17.72,740.6,1,106,25
CUST_1374,9,9.8,582.4,0,94,36
CUST_1374,10,1.83,352.4,0,20,25
CUST_1374,11,3.29,448.6,0,112,36
CUST_1374,12,0.15,489.9,0,55,25
CUST_1375,1,13.32,686.1,0,25,5
CUST_1375,2,37.36,264.8,0,66,32
CUST_1375,3,2.57,655.9,0,103,25
CUST_1375,4,0.5,177.5,1,53,25
CUST_1375,5,23.1,180.5,1,61,0
CUST_1375,6,8.06,448.4,0,49,16
CUST_1375,7,32.3,598.3,0,96,2
CUST_1375,8,6.99,634.8,0,59,27
CUST_1375,9,15.61,706.7,0,27,38
CUST_1375,10,8.81,771.9,1,74,9
CUST_1375,11,1.83,401.3,0,39,0
CUST_1375,12,5.87,309.5,0,26,34
CUST_1376,1,105.14,225.2,0,85,17
CUST_1376,2,1.14,153.8,1,45,17
CUST_1376,3,62.37,768.8,1,34,12
CUST_1376,4,86.84,356.3,1,96,3
CUST_1376,5,14.95,574.9,0,86,22
