customer_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
CUST_1653,59.23,63.07,53.92,42.51,65.12,58.42,53.71,56.21,59.6,61.38,67.75,64.55
CUST_1654,104.92,108.39,106.54,102.98,97.45,111.34,103.23,88.35,103.68,92.05,100.05,104.23
CUST_1655,59.56,56.75,48.53,65.78,59.71,50.33,40.2,64.15,51.63,50.39,51.29,37.05
CUST_1656,99.29,101.72,96.62,113.75,111.35,113.96,89.44,91.27,115.03,101.83,108.49,111.48
CUST_1657,69.84,71.29,51.22,66.3,62.23,71.86,53.26,61.74,57.63,70.53,61.55,61.86
CUST_1658,104.32,100.57,101.82,113.74,98.78,117.96,108.83,110.82,97.94,120.1,116.68,123.28
CUST_1659,41.63,36.55,39.18,60.91,61.9,63.65,57.75,54.97,47.48,55.05,35.94,38.21
CUST_1660,107.41,95.97,107.19,98.49,104.88,104.55,91.09,92.29,98.83,99.52,108.52,109.68
CUST_1661,70.79,73.41,63.89,73.82,48.56,61.68,72.26,66.28,56.3,65.7,52.87,57.36
CUST_1662,97.66,117.13,106.76,92.6,88.76,98.48,110.89,96.93,94.93,105.99,115.56,95.76
CUST_1663,79.19,81.32,62.43,54.62,73.3,79.96,57.11,66.67,60.44,75.42,81.91,53.56
CUST_1664,78.85,101.11,77.8,75.77,82.13,101.29,79.08,73.48,87.83,97.51,80.61,84.61
CUST_1665,101.08,72.84,91.75,86.03,78.47,90.69,72.27,82.72,85.89,97.23,99.59,73.9
CUST_1666,45.48,53.42,44.56,73.76,68.27,66.72,59.75,69.83,53.03,70.28,68.73,73.53
CUST_1667,45.97,35.21,53.11,40.64,30.49,32.6,54.09,38.46,34.62,58.61,35.68,38.31
CUST_1668,71.37,91.8,85.83,90.46,92.39,78.35,86.93,79.97,70.37,73.42,87.53,87.03
CUST_1669,91.64,82.58,84.98,85.15,91.61,85.17,88.21,94.2,85.17,95.14,95.06,82.55
CUST_1670,120.98,117.9,112.3,112.67,119.5,133.24,127.74,122.27,122.05,123.86,120.92,137.05
CUST_1671,76.62,77.55,103.26,100.12,98.01,78.1,79.0,77.26,88.57,77.25,88.37,91.42
CUST_1672,97.25,91.61,100.77,106.67,107.35,106.88,107.4,114.45,98.62,100.19,104.41,104.08
CUST_1673,49.23,59.14,35.38,46.55,36.27,46.17,37.14,34.93,34.96,38.96,58.52,61.75
CUST_1674,35.74,29.19,52.31,49.65,33.2,39.2,26.29,33.27,46.05,53.97,50.18,32.47
CUST_1675,64.83,61.21,63.87,67.59,78.95,77.18,66.64,80.78,78.9,71.91,58.8,51.55
CUST_1676,109.52,115.92,98.27,108.47,104.01,95.46,108.9,92.52,105.01,110.08,93.68,101.44
CUST_1677,58.72,49.38,54.02,56.54,42.93,46.75,49.63,61.9,61.58,45.38,38.9,60.59
CUST_1678,27.72,34.72,26.85,35.35,29.25,26.66,30.42,34.33,46.71,44.99,26.17,48.69
CUST_1679,20.69,29.21,35.73,39.52,29.18,46.8,21.5,49.77,27.38,20.19,41.38,43.37
CUST_1680,47.56,56.29,41.97,61.13,48.65,61.72,54.59,40.87,61.5,39.21,67.36,49.14
CUST_1681,89.29,86.71,111.23,110.84,102.82,97.75,90.64,92.48,102.58,101.48,103.72,107.51
CUST_1682,79.68,93.36,82.33,89.83,101.25,94.31,99.56,102.83,85.28,94.57,93.13,93.06
CUST_1683,35.24,55.72,46.39,50.39,49.04,30.38,54.47,51.5,28.01,30.51,37.96,52.04
CUST_1684,37.7,43.32,45.98,42.2,52.25,46.71,40.35,54.75,52.87,53.19,56.1,60.03
CUST_1685,135.79,132.58,125.53,106.91,131.39,125.57,113.13,119.43,118.85,110.59,133.06,120.12
CUST_1686,79.15,96.32,80.83,66.98,83.65,96.14,90.96,85.82,82.98,92.36,76.88,87.34
CUST_1687,47.64,66.96,50.7,60.95,62.25,53.11,72.04,54.69,47.03,63.67,45.49,47.33
CUST_1688,43.77,53.65,37.69,31.01,40.04,43.84,27.96,43.75,53.33,41.55,39.42,33.91
CUST_1689,51.71,40.56,53.92,29.74,41.23,32.05,52.2,50.77,32.62,36.46,41.26,35.82
CUST_1690,73.0,71.39,65.39,92.02,75.2,63.49,79.65,72.0,72.36,87.91,88.03,80.71
CUST_1691,102.17,95.64,107.18,114.55,94.77,112.64,112.69,118.87,108.73,98.76,104.0,102.39
CUST_1692,74.54,65.52,74.56,66.32,62.13,54.96,62.79,74.75,67.74,81.83,62.15,58.99
CUST_1693,106.53,120.71,133.07,130.87,119.76,125.61,117.02,107.15,121.31,130.81,130.1,116.51
CUST_1694,113.32,114.36,112.53,132.21,120.05,132.75,135.52,138.7,123.93,136.89,138.66,129.72
CUST_1695,70.84,49.7,49.76,71.41,56.21,44.43,55.9,63.05,54.68,61.67,65.31,57.4
CUST_1696,72.74,71.71,83.33,81.67,68.98,57.85,74.67,83.54,62.52,67.16,64.56,65.89
CUST_1697,108.48,105.34,82.89,98.93,89.84,87.64,97.73,97.64,92.76,90.99,83.44,100.77
CUST_1698,84.76,71.65,76.49,65.47,62.74,64.15,78.72,62.13,85.03,79.39,69.65,64.65
CUST_1699,39.87,65.6,61.4,64.68,43.84,44.6,54.86,50.0,64.21,40.61,48.52,60.39
CUST_1700,103.44,87.71,81.41,95.88,86.82,102.76,76.17,84.54,95.6,86.62,82.45,94.49
CUST_1701,84.23,64.94,69.22,91.92,90.25,67.18,75.18,71.27,84.77,83.53,84.2,76.19
CUST_1702,94.39,95.35,71.07,67.6,85.91,76.32,89.38,66.33,69.73,66.6,81.14,86.47
CUST_1703,65.54,53.7,60.91,51.02,75.54,70.79,54.67,75.41,57.33,55.48,66.14,51.34
CUST_1704,74.84,73.47,62.12,64.21,53.25,66.41,54.6,59.5,53.81,74.71,67.51,57.29
CUST_1705,62.09,78.43,59.95,73.51,57.46,66.92,72.72,53.22,68.9,78.28,70.5,56.25
CUST_1706,49.62,59.52,48.37,53.31,50.87,62.49,39.54,65.66,45.45,53.46,57.02,61.15
CUST_1707,95.0,102.02,98.71,97.75,91.94,107.44,111.57,85.78,84.81,94.5,85.85,99.37
CUST_1708,95.41,96.65,111.86,97.18,97.43,88.64,95.17,86.57,102.99,97.83,106.39,93.8
CUST_1709,105.98,117.39,121.43,101.04,107.25,103.83,122.14,118.11,103.02,103.37,104.31,119.31
CUST_1710,78.07,78.9,87.79,84.04,81.43,77.31,85.64,86.29,81.13,97.58,97.75,95.17
CUST_1711,123.13,117.64,100.65,106.24,114.09,118.59,127.0,108.07,105.78,125.95,108.93,119.49
CUST_1712,58.97,64.62,38.35,51.17,61.56,60.88,38.8,57.82,54.58,40.05,64.58,58.65
CUST_1713,51.17,54.39,27.01,29.79,48.13,30.29,33.48,37.57,33.32,46.71,54.49,32.82
CUST_1714,70.33,57.82,61.48,53.15,51.96,59.24,74.16,79.64,60.75,64.9,72.35,74.07
CUST_1715,54.45,76.83,55.56,80.37,64.82,72.05,57.1,70.65,78.1,62.8,61.89,67.48
CUST_1716,107.34,122.83,114.28,106.59,122.36,99.15,109.95,117.06,116.56,116.75,125.9,114.24
CUST_1717,73.01,73.35,83.59,85.12,77.15,83.62,94.12,99.46,78.48,73.23,87.75,84.89
CUST_1718,72.83,78.47,78.47,82.64,88.53,73.7,87.61,76.39,91.08,66.81,89.05,77.39
CUST_1719,112.01,110.73,99.0,97.17,120.34,106.14,111.9,103.92,106.25,118.12,111.01,120.32
CUST_1720,62.39,49.29,74.81,52.51,47.26,65.29,59.07,46.7,60.51,61.39,47.85,66.31
CUST_1721,51.26,65.04,66.63,53.28,67.0,61.31,53.81,69.82,72.56,70.67,59.78,69.29
CUST_1722,28.75,26.07,34.82,24.32,40.52,37.98,46.7,46.54,25.74,49.9,26.31,31.74
CUST_1723,94.22,102.33,105.16,86.74,91.13,100.02,95.56,105.04,95.49,98.84,78.63,96.94
CUST_1724,102.47,92.03,90.87,97.29,77.81,85.08,81.37,84.63,91.66,91.29,99.12,86.52
CUST_1725,83.29,86.46,57.7,77.32,62.88,65.06,76.91,84.45,78.35,68.03,57.72,59.76
CUST_1726,102.07,127.9,123.21,111.9,113.43,101.34,113.99,125.98,105.58,116.44,108.4,115.9
CUST_1727,53.24,74.32,62.5,67.71,77.62,82.01,56.49,67.53,75.98,70.8,77.47,54.62
CUST_1728,99.73,120.49,103.37,103.38,125.08,113.9,103.06,129.26,104.59,119.34,117.84,105.03
CUST_1729,42.02,41.86,32.1,41.07,44.36,31.49,39.42,44.84,41.3,51.71,56.73,30.65
CUST_1730,109.09,119.9,123.71,110.94,108.65,132.35,112.27,134.24,123.88,118.09,115.1,114.01
CUST_1731,50.16,62.93,38.04,56.35,37.4,41.35,35.74,52.61,53.13,49.24,60.32,37.99
CUST_1732,94.22,69.28,72.7,69.15,74.05,89.28,67.77,65.31,91.27,89.6,94.44,77.93
CUST_1733,100.27,110.09,114.63,117.06,105.75,115.82,122.85,116.38,103.28,107.67,124.83,115.05
CUST_1734,51.15,55.81,58.06,75.33,75.44,64.33,64.99,58.41,64.16,60.49,63.97,68.93
CUST_1735,58.01,84.53,66.9,61.31,73.9,79.24,58.52,79.11,67.08,76.14,61.64,66.67
CUST_1736,74.73,94.61,78.85,96.07,85.15,73.29,96.88,72.56,91.62,74.21,96.29,93.9
CUST_1737,93.29,77.99,73.39,74.28,95.35,79.72,76.99,95.2,92.75,98.87,80.59,100.42
CUST_1738,117.66,106.16,131.34,119.91,125.56,105.4,123.63,121.7,129.65,110.37,115.53,123.03
CUST_1739,90.04,90.49,76.1,69.11,75.91,69.16,69.63,74.21,70.53,73.71,72.84,90.94
CUST_1740,125.8,127.5,128.83,110.84,126.43,133.04,108.27,131.88,124.69,109.35,120.41,109.81
CUST_1741,73.3,68.36,84.72,96.38,66.83,87.47,95.4,81.48,82.93,70.38,83.47,74.21
CUST_1742,55.35,59.37,84.73,58.49,73.18,61.51,60.99,65.3,66.39,57.34,73.42,71.04
CUST_1743,36.78,26.0,25.02,38.18,42.82,30.75,29.04,50.89,24.73,42.68,26.62,30.86
CUST_1744,56.08,63.8,44.12,43.7,55.94,60.43,58.64,54.64,57.58,66.18,54.14,50.26
CUST_1745,43.62,59.7,51.26,48.24,61.52,41.99,53.57,53.38,46.28,45.25,62.47,49.79
CUST_1746,83.48,61.96,62.22,88.85,67.27,73.66,62.65,87.19,89.03,84.22,82.34,85.83
CUST_1747,22.74,40.68,21.6,33.68,48.22,28.97,42.85,44.64,33.63,36.4,33.54,22.22
CUST_1748,77.72,89.55,79.87,70.78,96.27,79.94,73.88,73.09,70.03,78.92,77.56,92.09
CUST_1749,125.19,113.26,134.0,130.14,116.61,108.17,107.69,106.6,131.24,132.24,110.9,131.36
CUST_1750,78.55,69.49,91.39,78.27,81.24,74.99,70.89,73.57,74.5,80.62,94.64,73.33
CUST_1751,119.07,92.96,97.49,92.03,97.69,109.5,109.7,107.25,113.0,115.34,92.66,93.23
CUST_1752,87.36,90.13,94.17,84.1,82.07,70.76,81.96,85.17,84.1,83.81,85.35,91.7
CUST_1753,83.44,80.64,60.78,69.55,81.78,83.28,60.02,69.18,65.26,72.01,65.21,64.1
CUST_1754,75.58,76.23,58.55,68.7,69.08,75.12,50.8,63.58,77.77,72.63,74.29,61.29
CUST_1755,98.31,106.62,92.19,90.47,109.78,91.85,82.24,91.43,99.26,82.4,90.47,93.7
CUST_1756,75.54,76.61,85.35,76.73,93.75,80.18,83.05,91.16,102.54,77.02,81.66,92.21
CUST_1757,53.12,51.87,73.28,55.68,50.71,46.12,59.15,67.79,70.99,66.07,64.3,60.68
CUST_1758,59.55,62.87,66.65,68.61,54.4,53.67,59.23,52.82,53.43,61.42,58.86,74.0
CUST_1759,61.3,64.56,43.52,56.56,65.05,47.96,57.14,56.45,62.05,42.57,59.95,60.99
CUST_1760,87.83,81.94,92.85,84.91,94.31,96.67,86.69,79.44,81.78,95.43,92.36,75.28
CUST_1761,91.99,97.83,83.32,79.73,85.13,98.24,81.01,87.8,103.87,99.27,82.19,106.45
CUST_1762,28.49,42.23,25.39,33.5,47.86,39.02,37.5,32.71,33.87,34.17,33.37,39.3
CUST_1763,57.71,58.84,45.77,38.43,48.43,60.0,59.71,65.51,45.7,51.74,57.82,57.1
CUST_1764,83.59,72.09,65.24,90.59,90.27,72.42,86.1,81.54,68.53,61.44,84.8,69.09
CUST_1765,31.06,43.28,45.57,37.45,47.36,24.6,23.95,23.34,41.32,29.43,28.36,46.98
CUST_1766,115.87,118.96,120.79,136.47,115.28,133.7,115.82,118.02,134.87,129.76,128.38,117.97
CUST_1767,55.96,46.07,69.03,51.14,71.61,44.99,68.26,46.02,43.74,50.68,66.73,57.36
CUST_1768,48.05,64.48,64.34,67.82,69.54,66.27,47.14,67.72,45.75,40.43,52.24,65.69
CUST_1769,67.34,86.06,65.99,86.4,91.14,94.82,90.73,65.48,68.5,65.57,91.02,74.1
CUST_1770,99.96,99.2,107.44,102.93,80.72,103.78,105.14,79.33,91.06,100.65,85.57,99.24
CUST_1771,79.23,79.9,99.12,77.96,76.7,80.81,99.14,88.16,82.9,83.27,72.17,98.43
CUST_1772,75.96,81.78,80.28,76.8,62.55,80.26,72.83,66.75,60.25,72.35,68.15,66.18
CUST_1773,79.92,70.98,93.34,82.87,91.53,73.82,88.26,87.95,77.13,79.5,67.98,87.69
CUST_1774,93.75,110.27,117.26,105.92,118.96,109.08,111.23,91.61,97.44,112.85,110.79,95.02
CUST_1775,65.41,65.37,56.89,74.38,73.17,57.17,79.18,62.31,73.21,75.15,54.36,79.22
CUST_1776,78.88,84.8,102.0,85.77,105.12,97.13,91.64,98.75,87.98,87.37,96.35,102.82
CUST_1777,90.49,83.01,92.95,92.64,80.94,74.08,86.86,81.04,97.74,100.98,78.38,93.78
CUST_1778,132.96,121.53,124.79,123.41,118.53,114.46,121.47,131.68,117.68,109.58,128.08,135.66
CUST_1779,124.72,114.96,133.98,128.21,113.34,122.48,111.08,127.52,128.48,118.19,121.87,114.52
CUST_1780,50.57,38.24,42.6,27.78,42.22,50.98,46.83,33.18,34.8,32.55,22.28,49.96
CUST_1781,122.04,135.06,134.41,117.1,132.33,122.68,118.37,118.79,136.53,116.31,133.58,113.48
CUST_1782,91.46,97.15,95.66,86.47,98.45,92.82,88.95,89.63,81.53,95.34,81.61,92.12
CUST_1783,72.5,73.38,64.29,63.15,65.67,62.11,56.93,54.95,79.89,59.79,72.06,77.9
CUST_1784,103.49,96.13,114.1,86.64,87.66,90.08,111.97,87.06,110.44,100.88,84.84,89.67
CUST_1785,82.09,102.53,101.28,94.25,100.08,83.08,108.88,93.9,93.92,81.32,100.22,101.42
CUST_1786,52.14,28.24,35.32,41.17,48.21,39.63,37.06,46.08,30.84,44.0,46.87,35.66
CUST_1787,107.57,110.92,98.17,102.93,102.58,108.59,105.28,95.05,104.1,109.77,110.4,109.34
CUST_1788,131.36,123.96,130.26,107.62,122.53,111.23,113.02,126.0,110.8,111.95,132.3,127.55
CUST_1789,82.56,84.61,91.17,90.25,103.1,82.98,104.24,97.11,98.56,86.18,96.54,91.81
CUST_1790,48.07,60.64,51.95,63.14,60.21,65.2,53.71,60.5,68.69,56.29,53.02,57.21
CUST_1791,94.96,116.02,112.59,100.54,101.84,95.99,108.48,121.44,99.21,117.24,121.77,117.49
CUST_1792,60.54,77.49,63.16,72.39,58.76,73.46,53.02,69.48,59.55,79.79,71.61,79.08
CUST_1793,80.81,78.3,75.36,83.14,95.96,83.51,83.83,71.11,73.23,100.06,83.07,77.02
CUST_1794,43.01,46.76,44.28,55.83,32.96,35.47,54.66,39.41,45.8,43.07,30.25,44.69
CUST_1795,73.07,64.36,78.34,72.89,65.6,69.54,77.56,72.82,67.82,62.22,69.71,68.44
CUST_1796,60.34,63.16,55.58,41.25,54.58,39.34,42.28,48.06,44.78,49.34,42.96,41.31
CUST_1797,98.94,93.5,96.51,102.06,95.92,95.16,81.41,83.17,83.19,80.41,81.8,98.92
CUST_1798,107.94,100.22,101.31,104.2,119.16,121.65,116.82,108.42,122.3,102.7,122.01,97.74
CUST_1799,97.26,102.77,83.07,108.28,99.42,82.48,87.93,97.37,90.05,97.68,104.12,107.36
CUST_1800,30.07,33.41,45.93,31.28,29.7,40.72,50.05,28.64,40.47,29.9,45.72,33.77
CUST_1801,42.47,54.08,62.76,64.53,60.09,65.55,63.5,59.7,55.8,62.1,51.64,64.13
CUST_1802,80.79,76.48,98.2,91.23,93.89,94.67,81.25,97.28,101.08,101.73,86.23,100.28
CUST_1803,53.08,51.15,39.18,58.52,41.16,36.75,36.38,37.22,47.16,52.42,51.11,48.51
CUST_1804,128.08,104.38,118.98,111.66,116.85,113.05,104.95,119.94,131.9,109.82,106.91,125.48
CUST_1805,121.67,104.89,113.21,102.21,124.58,125.01,103.79,115.71,100.87,104.84,101.48,104.12
CUST_1806,62.53,58.37,56.94,58.76,57.87,62.11,50.36,46.8,38.8,62.42,49.2,65.06
CUST_1807,78.82,63.95,64.49,68.19,65.02,83.52,57.13,63.03,84.25,67.38,79.59,63.05
CUST_1808,108.88,105.78,99.97,113.74,126.03,119.21,111.22,118.75,103.95,113.6,104.87,120.78
CUST_1809,33.93,36.89,48.99,52.24,53.37,43.3,44.11,54.17,38.5,34.4,49.78,41.67
CUST_1810,103.95,100.09,89.71,113.1,110.55,113.08,84.08,93.09,91.56,99.16,85.69,106.77
CUST_1811,73.47,80.83,69.01,62.32,67.07,83.84,72.0,65.81,74.32,89.51,80.48,67.19
CUST_1812,110.43,113.18,104.87,111.66,118.59,124.46,113.18,104.38,122.76,128.89,116.72,109.09
CUST_1813,117.65,114.48,104.07,106.4,128.41,125.31,126.73,124.71,99.8,124.29,111.03,108.65
CUST_1814,40.04,37.22,31.17,29.49,27.13,41.53,28.88,27.58,32.31,25.21,23.54,23.42
CUST_1815,62.56,57.97,44.81,58.61,56.25,57.09,64.04,61.82,62.12,43.96,68.04,49.56
CUST_1816,72.26,68.39,79.42,61.64,69.46,77.48,56.65,57.31,53.0,54.87,63.75,67.06
CUST_1817,103.52,94.77,94.46,95.65,85.44,88.03,92.0,90.29,75.92,89.3,79.74,84.5
CUST_1818,56.52,59.52,34.21,50.84,58.3,60.18,42.85,48.57,60.67,40.07,55.07,54.6
CUST_1819,50.78,43.32,66.1,51.62,55.9,49.65,55.73,44.36,54.88,70.52,72.17,70.22
CUST_1820,93.71,116.24,114.3,110.12,106.99,107.97,114.26,100.93,110.99,108.41,106.26,92.67
CUST_1821,28.51,28.75,47.85,23.89,35.56,51.33,49.24,36.18,27.71,23.39,50.73,30.69
CUST_1822,65.27,62.86,73.23,89.07,67.49,67.47,64.03,79.41,69.04,90.21,85.24,83.69
CUST_1823,94.73,101.51,105.25,91.41,105.66,101.62,81.26,83.55,106.92,93.12,90.86,78.38
CUST_1824,54.8,66.74,71.75,59.93,69.21,73.23,72.09,59.58,44.7,65.18,67.62,54.86
CUST_1825,34.0,29.18,41.37,38.03,33.03,34.53,28.5,47.69,41.74,44.77,47.83,55.28
CUST_1826,85.83,88.09,76.19,89.3,80.46,79.78,78.24,74.17,80.84,76.78,89.99,72.83
CUST_1827,65.97,83.74,75.08,87.63,91.79,86.69,79.4,71.41,73.4,72.32,77.23,75.73
CUST_1828,101.04,97.87,93.63,114.5,92.23,93.88,92.21,121.5,105.15,92.79,105.76,103.84
CUST_1829,42.5,55.36,31.14,52.32,51.85,36.85,42.45,46.87,38.5,36.95,28.91,43.3
CUST_1830,87.75,98.82,103.76,102.45,84.16,97.76,99.04,84.13,101.34,105.23,85.9,88.77
CUST_1831,76.24,75.48,90.61,86.35,78.89,83.37,83.85,77.72,75.7,74.93,87.96,88.33
CUST_1832,109.87,118.49,115.01,110.2,103.6,105.34,116.18,92.28,109.83,118.0,94.15,98.29
CUST_1833,69.11,63.81,48.17,49.26,69.21,53.73,68.01,63.81,49.99,46.03,41.68,40.63
CUST_1834,80.09,95.25,93.36,69.77,96.15,78.22,80.85,90.76,78.8,89.76,82.36,92.43
CUST_1835,97.17,108.5,88.73,98.92,104.58,96.23,95.06,91.37,108.6,114.35,108.6,96.73
CUST_1836,38.47,49.06,50.23,32.25,34.05,51.75,48.88,45.47,42.8,27.75,25.9,32.23
CUST_1837,46.13,32.19,33.41,35.47,33.11,34.04,23.31,41.01,29.79,23.66,28.35,20.73
CUST_1838,117.93,96.88,107.93,111.46,106.35,111.25,101.81,99.52,124.0,108.09,122.7,117.31
CUST_1839,44.02,51.08,31.8,34.6,29.27,32.34,54.98,45.07,28.94,45.81,37.35,47.62
CUST_1840,78.17,53.81,54.36,66.78,67.17,71.3,62.99,54.22,74.14,67.35,60.93,57.45
CUST_1841,58.26,45.07,60.5,55.11,53.83,72.45,47.45,53.7,48.31,55.52,70.39,62.16
CUST_1842,97.31,77.08,95.05,78.78,88.28,71.99,72.75,78.44,96.95,92.3,91.82,71.4
CUST_1843,105.49,115.4,100.67,121.75,102.83,124.14,96.44,122.54,120.23,125.51,103.92,106.19
CUST_1844,88.26,78.75,79.8,90.83,79.66,69.73,70.58,79.44,90.48,86.3,74.84,69.81
CUST_1845,95.58,106.72,113.74,104.8,110.63,110.52,110.49,111.83,103.84,112.2,90.14,113.11
CUST_1846,100.84,90.55,86.2,98.13,88.47,103.25,100.09,104.0,92.06,90.24,104.36,91.13
CUST_1847,65.69,71.0,66.28,84.12,87.26,86.83,92.32,94.75,78.67,82.15,75.57,72.8
CUST_1848,82.04,69.65,69.83,96.32,72.53,85.66,89.36,82.37,85.34,80.01,78.98,77.31
CUST_1849,37.44,55.82,60.52,58.73,61.28,57.87,38.34,56.58,64.15,51.12,50.02,47.88
CUST_1850,94.63,101.45,99.52,101.17,115.55,111.95,91.61,102.62,91.44,93.35,98.84,105.68
CUST_1851,80.02,70.15,90.09,80.81,94.73,99.31,74.76,73.19,75.59,79.41,74.25,92.5
CUST_1852,79.44,93.58,68.14,94.88,88.69,91.34,94.74,80.2,71.38,90.19,74.73,70.96
CUST_1853,23.58,40.27,35.79,38.09,24.36,40.22,33.21,25.66,47.31,29.65,37.7,41.27
CUST_1854,100.83,97.93,113.6,112.76,93.13,103.63,96.68,92.1,100.78,108.3,108.09,103.2
CUST_1855,92.84,81.7,95.47,88.87,98.52,87.3,98.19,94.03,80.63,70.97,82.33,92.04
CUST_1856,52.79,50.63,45.19,33.93,42.9,55.45,34.01,31.16,51.22,35.49,36.23,33.31
CUST_1857,119.12,103.29,111.81,103.28,124.1,117.84,121.66,131.35,128.8,120.4,131.23,124.27
CUST_1858,103.72,107.64,106.39,121.71,101.16,103.13,127.93,119.94,128.44,100.53,112.23,122.32
CUST_1859,48.88,68.14,61.22,71.96,44.01,53.71,63.71,56.17,66.32,65.13,57.4,66.38
CUST_1860,92.01,88.44,87.1,83.54,92.77,94.86,86.74,96.34,98.47,96.93,107.7,84.71
CUST_1861,104.03,99.98,99.27,91.32,74.97,98.88,102.6,81.39,79.36,74.55,91.12,99.05
CUST_1862,93.05,65.06,88.95,85.73,73.65,74.01,75.95,75.39,78.26,63.57,85.78,69.87
CUST_1863,90.62,88.16,108.86,84.69,92.56,82.25,111.76,111.27,101.21,108.3,90.68,85.62
CUST_1864,37.47,38.21,53.68,58.5,37.68,51.87,43.35,54.23,35.28,59.46,35.21,33.25
CUST_1865,90.49,81.72,102.98,107.77,89.63,100.32,102.75,103.35,94.3,99.8,92.95,102.72
CUST_1866,73.98,99.34,101.34,82.04,73.8,102.93,82.66,85.91,94.92,84.76,91.7,101.52
CUST_1867,58.64,76.55,75.56,56.38,72.01,65.73,57.16,64.75,77.14,68.07,78.38,66.8
CUST_1868,96.47,88.04,86.98,100.36,95.44,76.51,86.93,85.32,98.03,79.56,86.88,103.78
CUST_1869,104.18,103.72,94.07,78.91,81.24,79.25,97.55,88.44,79.61,93.05,79.65,97.27
CUST_1870,103.0,93.88,100.5,121.94,113.86,94.0,120.95,106.79,112.45,116.48,113.41,113.23
CUST_1871,29.82,29.97,45.5,48.67,34.64,44.21,42.38,31.47,51.98,54.08,35.42,45.9
CUST_1872,67.42,81.53,95.42,81.47,83.64,82.58,79.38,81.02,86.95,69.05,82.96,77.93
CUST_1873,128.35,117.66,120.86,129.19,107.26,115.25,109.79,111.45,111.37,126.97,106.28,124.97
CUST_1874,78.42,67.88,78.05,80.81,73.46,60.08,68.14,82.59,72.63,73.5,59.01,53.75
CUST_1875,94.59,95.72,94.16,89.92,94.39,81.35,94.31,93.86,73.29,88.21,72.79,95.09
CUST_1876,125.16,125.46,130.55,112.75,110.41,112.66,117.25,101.74,124.1,107.64,113.25,128.78
CUST_1877,131.62,122.38,117.7,123.03,119.62,132.85,128.12,111.11,128.41,119.94,109.95,118.45
CUST_1878,37.47,49.7,49.1,42.77,59.66,52.13,40.75,48.42,50.67,57.76,41.5,45.1
CUST_1879,92.78,100.26,93.48,90.24,97.75,97.54,98.68,104.52,89.35,108.14,108.81,115.16
CUST_1880,65.4,57.55,64.68,77.7,81.15,78.67,70.84,76.18,56.24,54.68,58.25,64.3
CUST_1881,93.24,66.14,86.98,70.78,90.77,89.23,84.68,89.68,69.87,82.67,76.12,67.02
CUST_1882,104.67,123.19,111.39,110.71,110.64,101.88,127.61,100.25,124.49,114.86,125.04,106.94
CUST_1883,102.69,104.98,86.58,84.25,101.98,79.55,88.51,80.7,92.54,105.11,92.24,95.76
CUST_1884,123.65,127.6,130.78,136.35,126.19,110.25,107.21,136.01,111.94,114.79,114.22,114.64
CUST_1885,55.37,65.95,74.99,76.47,46.85,61.07,57.38,50.25,60.18,76.2,53.92,57.12
CUST_1886,39.71,56.08,58.38,67.12,55.04,52.85,41.11,58.92,43.19,63.32,49.82,49.29
CUST_1887,80.2,74.92,78.14,66.67,67.18,67.84,81.31,59.14,60.6,67.72,66.15,73.96
CUST_1888,43.66,54.89,39.19,54.02,57.52,66.53,45.34,45.66,52.66,50.07,40.86,43.3
CUST_1889,93.96,105.88,111.19,95.66,91.41,100.54,83.64,99.12,106.74,105.31,105.12,92.07
CUST_1890,41.36,45.77,46.94,30.13,26.36,41.06,47.9,35.21,51.94,48.25,53.54,48.8
CUST_1891,66.52,79.46,66.78,79.65,68.06,89.0,69.42,83.08,79.16,93.17,80.7,90.27
CUST_1892,110.2,115.59,121.51,109.85,123.01,122.46,126.41,113.62,136.25,126.19,114.87,127.82
CUST_1893,41.65,56.17,32.99,38.06,50.68,50.93,59.73,53.23,60.26,50.24,43.51,53.93
CUST_1894,107.65,127.66,120.01,129.44,124.18,118.76,113.35,126.07,125.81,114.82,133.48,119.04
CUST_1895,54.47,70.97,71.47,58.17,57.0,59.5,54.41,67.23,70.48,59.67,65.49,63.15
CUST_1896,69.41,49.77,52.85,58.36,66.9,70.36,58.87,62.96,54.66,71.05,67.05,46.28
CUST_1897,59.9,74.72,56.32,75.74,48.75,61.65,59.13,51.12,57.86,77.2,67.4,71.06
CUST_1898,38.72,37.47,45.17,42.5,62.13,41.25,53.5,60.59,62.99,43.35,55.19,60.01
CUST_1899,74.62,65.16,71.5,75.34,77.98,78.73,67.55,73.64,83.88,72.98,80.83,56.45
CUST_1900,118.27,113.01,112.18,106.64,106.51,99.41,107.47,120.51,106.28,124.55,99.65,127.41
CUST_1901,77.58,106.24,91.3,100.34,102.52,105.89,101.86,78.31,89.59,87.18,84.14,104.41
CUST_1902,39.27,47.12,50.39,38.16,40.9,61.08,61.0,57.0,47.15,50.31,43.51,51.87
CUST_1903,56.44,50.54,57.06,65.2,47.15,53.38,63.57,54.41,59.13,48.43,63.29,38.98
CUST_1904,74.66,69.63,75.55,69.7,58.85,61.88,68.51,63.41,77.94,70.62,77.7,73.08
CUST_1905,37.96,34.57,54.97,52.05,32.86,37.47,49.9,44.97,54.49,28.6,35.39,39.17
