customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,monthly_charges,total_charges,region
CUST_2418,Male,1,1,1,40,One year,fibre optic,59.49,2411.79,Alaska
CUST_2419,Female,0,0,0,46,Month-to-month,fibre optic,79.89,3718.12,Mississippi
CUST_2420,Male,0,1,0,6,One year,fibre optic,46.24,295.44,Iowa
CUST_2421,Male,1,1,0,48,Month-to-month,fibre optic,102.15,4934.12,Maryland
CUST_2422,Female,0,0,0,28,Month-to-month, None,71.13,2003.34,Georgia
CUST_2423,Male,0,1,0,39,Month-to-month,DSL,58.24,2301.42,Texas
CUST_2424,Male,0,0,0,32,Two years,fibre optic,83.55,2681.01,Kansas
CUST_2425,Female,0,1,0,13,Two years,fibre optic,43.67,566.65,Ohio
CUST_2426,Male,0,1,1,28,One year,fibre optic,65.63,1831.45,Colorado
CUST_2427,Female,1,0,1,47,Two years,DSL,114.86,5447.17,California
CUST_2428,Male,0,0,1,59,Month-to-month,DSL,100.74,5980.97,Washington
CUST_2429,Female,0,1,0,60,Month-to-month,fibre optic,43.0,2581.27,Virginia
CUST_2430,Male,0,0,0,30,One year,DSL,47.85,1427.28,Idaho
CUST_2431,Male,0,0,0,49,Month-to-month,DSL,44.08,2204.32,Massachusetts
CUST_2432,Female,1,1,0,59,One year,fibre optic,35.89,2166.01,Georgia
CUST_2433,Female,0,0,0,57,Month-to-month,DSL,45.31,2569.43,Ohio
CUST_2434,Female,0,1,1,49,Two years,fibre optic,108.62,5341.15,Florida
CUST_2435,Male,0,1,0,49,Month-to-month,DSL,98.67,4865.7,Pennsylvania
CUST_2436,Female,0,1,0,55,One year,fibre optic,70.04,3849.99,Delaware
CUST_2437,Male,1,0,1,57,Month-to-month,fibre optic,47.06,2703.74,North Carolina
CUST_2438,Male,1,1,0,52,One year,DSL,53.05,2800.05,Colorado
CUST_2439,Female,0,1,0,24,One year,DSL,32.84,810.12,Minnesota
CUST_2440,Female,0,1,1,8,Month-to-month,DSL,86.15,671.52,Pennsylvania
CUST_2441,Male,1,0,0,17,Month-to-month, None,67.38,1141.82,Rhode Island
CUST_2442,Female,0,0,1,49,Month-to-month,fibre optic,93.51,4586.8,Connecticut
CUST_2443,Male,1,0,1,9,Month-to-month,fibre optic,72.26,634.08,West Virginia
CUST_2444,Male,0,1,0,7,Month-to-month,fibre optic,79.82,546.79,Arizona
CUST_2445,Female,0,0,0,38,One year,fibre optic,37.58,1455.16,Kansas
CUST_2446,Male,0,0,1,65,Month-to-month,DSL,74.75,4852.38,Oklahoma
CUST_2447,Female,0,1,0,19,Month-to-month,fibre optic,90.12,1756.79,Illinois
CUST_2448,Male,1,1,0,43,Month-to-month, None,44.91,1924.57,Wyoming
CUST_2449,Female,1,0,0,71,One year,fibre optic,104.13,7431.21,New Mexico
CUST_2450,Female,0,0,1,37,Month-to-month,fibre optic,77.07,2896.8,Illinois
CUST_2451,Male,1,1,0,57,Month-to-month,fibre optic,74.05,4264.41,Arkansas
CUST_2452,Male,0,0,0,21,Month-to-month,DSL,35.52,739.45,California
CUST_2453,Male,0,1,0,51,Two years,fibre optic,57.67,2927.42,Alaska
CUST_2454,Male,0,1,1,11,Two years,fibre optic,77.43,849.35,Colorado
CUST_2455,Female,1,0,0,53,One year,DSL,59.14,3157.82,Indiana
CUST_2456,Male,0,1,1,34,Month-to-month,DSL,40.27,1364.01,New York
CUST_2457,Female,1,0,0,63,One year,fibre optic,88.12,5572.7,Indiana
CUST_2458,Male,1,1,1,65,Month-to-month,DSL,43.01,2831.69,Louisiana
CUST_2459,Female,0,0,1,8,Two years,DSL,66.64,543.08,Iowa
CUST_2460,Male,0,0,1,13,One year,fibre optic,78.17,1006.22,New Mexico
CUST_2461,Female,0,1,0,22,Two years,fibre optic,89.61,2001.32,North Carolina
CUST_2462,Female,0,1,0,5,Month-to-month,fibre optic,119.98,627.43,New Jersey
CUST_2463,Male,0,0,1,55,Month-to-month,fibre optic,88.31,4889.19,Montana
CUST_2464,Male,0,0,0,26,One year,DSL,78.93,2034.37,Minnesota
CUST_2465,Female,0,0,1,41,Month-to-month,DSL,70.9,2947.69,Rhode Island
CUST_2466,Male,0,0,0,3,Two years,DSL,108.38,358.5,Ohio
CUST_2467,Male,0,1,0,56,Month-to-month,fibre optic,32.58,1815.4,Mississippi
CUST_2468,Female,0,0,1,6,Month-to-month,fibre optic,70.57,430.48,Arizona
CUST_2469,Female,0,1,0,42,Month-to-month, None,31.63,1369.16,Michigan
CUST_2470,Male,0,1,0,49,Month-to-month,DSL,34.11,1664.53,Connecticut
CUST_2471,Male,0,0,0,31,Two years,fibre optic,66.77,2051.81,Oklahoma
CUST_2472,Female,0,1,1,58,Month-to-month,DSL,64.28,3775.0,Utah
CUST_2473,Female,0,1,1,71,Two years,fibre optic,100.82,7150.04,Texas
CUST_2474,Female,0,0,0,14,Month-to-month,DSL,38.02,538.08,Arizona
CUST_2475,Female,1,1,0,57,Month-to-month,fibre optic,80.1,4559.74,North Dakota
CUST_2476,Female,0,0,0,67,Month-to-month,fibre optic,69.71,4714.02,Idaho
CUST_2477,Female,0,0,0,49,Two years,fibre optic,83.84,4141.38,Texas
CUST_2478,Female,1,0,0,13,Month-to-month,DSL,60.67,822.16,Alaska
CUST_2479,Male,0,1,1,9,One year,DSL,43.28,439.0,Maine
CUST_2480,Female,0,0,1,67,Two years,fibre optic,85.82,5750.95,Connecticut
CUST_2481,Male,0,0,0,8,Month-to-month,DSL,81.27,675.02,Wyoming
CUST_2482,Female,0,0,0,64,One year,DSL,94.62,6095.77,Kansas
CUST_2483,Female,0,1,0,41,Two years,fibre optic,86.16,3548.13,Arizona
CUST_2484,Female,0,1,1,27,One year,fibre optic,98.25,2643.93,Montana
CUST_2485,Male,0,0,1,44,Two years,DSL,78.24,3450.31,Wisconsin
CUST_2486,Male,0,0,0,49,Month-to-month,fibre optic,30.11,1525.08,Kentucky
CUST_2487,Female,0,1,0,60,Two years,DSL,54.41,3254.77,Rhode Island
CUST_2488,Female,0,0,1,31,Two years,DSL,42.33,1303.29,Montana
CUST_2489,Male,0,1,0,39,Month-to-month,fibre optic,79.38,3126.85,Oregon
CUST_2490,Female,0,0,0,20,Month-to-month,fibre optic,50.95,1037.53,Missouri
CUST_2491,Male,0,0,0,9,One year,DSL,61.61,571.65,West Virginia
CUST_2492,Female,0,1,1,9,Month-to-month,DSL,97.91,870.59,Montana
CUST_2493,Male,0,0,0,70,One year,DSL,95.94,6742.16,Nevada
CUST_2494,Male,0,1,0,23,Month-to-month,DSL,77.16,1797.83,Indiana
CUST_2495,Male,0,1,1,27,One year, None,110.15,2957.68,California
CUST_2496,Male,0,0,1,45,One year,DSL,75.01,3364.82,Massachusetts
CUST_2497,Female,0,0,1,1,Month-to-month,fibre optic,92.64,137.39,Illinois
CUST_2498,Male,0,0,0,60,Month-to-month, None,47.35,2864.73,New Mexico
CUST_2499,Male,0,1,0,29,Month-to-month, None,35.3,1026.81,Indiana
CUST_2500,Male,1,0,1,50,Month-to-month,fibre optic,114.15,5716.82,Alabama
CUST_2501,Female,0,0,1,59,Month-to-month,fibre optic,109.76,6525.2,Tennessee
CUST_2502,Male,0,1,1,27,Month-to-month,fibre optic,49.27,1342.57,Ohio
CUST_2503,Male,1,1,0,49,Month-to-month,fibre optic,103.88,5122.36,South Dakota
CUST_2504,Female,0,0,0,54,Month-to-month,DSL,97.32,5299.2,Alaska
CUST_2505,Female,0,0,1,9,Month-to-month,DSL,93.64,842.1,Connecticut
CUST_2506,Male,0,1,1,39,Month-to-month,fibre optic,92.93,3637.33,Ohio
CUST_2507,Male,0,0,0,15,One year,fibre optic,94.79,1459.19,Georgia
CUST_2508,Male,1,0,0,42,Month-to-month,fibre optic,93.65,3969.03,Georgia
CUST_2509,Female,0,1,0,46,One year,fibre optic,70.71,3266.16,New Jersey
CUST_2510,Male,0,1,0,11,Month-to-month,DSL,69.84,787.96,Missouri
CUST_2511,Female,1,1,1,5,Month-to-month,DSL,64.31,340.99,Nebraska
CUST_2512,Male,0,1,0,27,Month-to-month,fibre optic,50.64,1416.1,Virginia
CUST_2513,Male,0,0,1,4,Month-to-month,fibre optic,42.89,160.02,Nebraska
CUST_2514,Female,0,1,0,10,Two years,fibre optic,87.09,900.4,California
CUST_2515,Female,0,0,0,60,Month-to-month,DSL,43.52,2621.59,Colorado
CUST_2516,Male,0,0,0,51,Two years,fibre optic,35.8,1814.17,Colorado
CUST_2517,Female,0,1,0,48,One year,fibre optic,62.44,3017.17,Maine
CUST_2518,Female,1,1,0,14,One year, None,57.99,842.27,Virginia
CUST_2519,Female,0,0,1,16,Month-to-month,DSL,88.66,1411.25,Maryland
CUST_2520,Female,1,0,1,20,Two years,fibre optic,119.17,2366.67,New York
CUST_2521,Female,0,0,0,17,Two years,fibre optic,98.66,1669.59,Ohio
CUST_2522,Male,0,0,0,63,Month-to-month,fibre optic,79.37,4986.69,Texas
CUST_2523,Female,1,0,1,55,Month-to-month,fibre optic,69.27,3839.28,Massachusetts
CUST_2524,Male,0,1,0,12,Month-to-month, None,111.31,1363.2,Wisconsin
CUST_2525,Male,1,1,0,71,Two years,DSL,78.3,5563.98,Michigan
CUST_2526,Female,0,0,0,63,Month-to-month,fibre optic,79.27,5036.71,New Mexico
CUST_2527,Female,0,1,1,2,Month-to-month,fibre optic,60.29,122.46,West Virginia
CUST_2528,Female,0,0,0,15,Month-to-month,fibre optic,54.16,810.26,Idaho
CUST_2529,Female,0,0,1,6,Month-to-month, None,100.62,635.18,Kansas
CUST_2530,Male,0,1,1,65,Two years,fibre optic,106.48,6929.53,Kentucky
CUST_2531,Female,0,1,1,11,Month-to-month,fibre optic,78.58,891.66,South Carolina
CUST_2532,Female,0,1,1,49,Month-to-month,fibre optic,60.52,2999.79,Nebraska
CUST_2533,Female,0,0,0,17,One year,fibre optic,58.53,1012.15,Massachusetts
CUST_2534,Female,1,0,0,7,Month-to-month,fibre optic,114.58,833.04,Missouri
CUST_2535,Female,0,0,1,47,Month-to-month,fibre optic,43.34,2020.93,New Hampshire
CUST_2536,Male,0,1,1,23,One year,fibre optic,48.81,1143.91,Pennsylvania
CUST_2537,Female,0,1,0,14,Month-to-month,DSL,51.25,742.34,Indiana
CUST_2538,Male,0,0,0,45,One year,DSL,87.79,3948.15,Montana
CUST_2539,Male,0,0,0,33,One year,fibre optic,100.92,3347.61,Utah
CUST_2540,Female,0,1,0,2,Month-to-month,DSL,109.89,225.57,Arkansas
CUST_2541,Female,0,1,1,4,Month-to-month,DSL,38.13,159.19,New Mexico
CUST_2542,Female,0,0,1,6,Month-to-month,fibre optic,36.17,234.81,Oklahoma
CUST_2543,Male,0,1,1,56,Two years,fibre optic,71.23,4033.11,Vermont
CUST_2544,Female,0,0,0,51,Month-to-month,DSL,51.98,2680.99,Mississippi
CUST_2545,Male,1,1,0,63,Month-to-month,fibre optic,89.68,5688.59,Rhode Island
CUST_2546,Female,1,0,0,50,Month-to-month,DSL,42.69,2168.42,Hawaii
CUST_2547,Female,0,0,0,12,Month-to-month, None,65.54,829.54,Illinois
CUST_2548,Male,0,1,1,13,Month-to-month,DSL,100.94,1323.74,Mississippi
CUST_2549,Female,0,1,1,15,Month-to-month,fibre optic,73.24,1110.53,Arizona
CUST_2550,Male,0,0,0,45,Month-to-month,fibre optic,76.86,3464.79,Idaho
CUST_2551,Male,0,0,0,58,Month-to-month,DSL,32.02,1894.61,Delaware
CUST_2552,Male,1,1,1,29,One year,fibre optic,73.57,2164.75,Virginia
CUST_2553,Male,1,1,0,20,One year, None,71.39,1467.12,Oklahoma
CUST_2554,Female,0,1,0,34,Month-to-month,DSL,104.61,3552.96,Nevada
CUST_2555,Female,0,1,0,8,Month-to-month,fibre optic,91.94,762.66,Colorado
CUST_2556,Male,0,1,0,6,Month-to-month,fibre optic,104.2,657.74,Iowa
CUST_2557,Male,0,0,1,52,Month-to-month,fibre optic,108.87,5648.37,Alaska
CUST_2558,Male,0,1,0,3,One year,fibre optic,108.4,325.92,Idaho
CUST_2559,Male,0,0,1,48,Month-to-month,fibre optic,115.04,5550.18,Alaska
CUST_2560,Male,0,1,0,7,Month-to-month,fibre optic,56.09,442.22,California
CUST_2561,Male,0,0,0,43,Month-to-month,DSL,38.87,1670.25,Oklahoma
CUST_2562,Male,1,0,0,37,Month-to-month,fibre optic,38.3,1429.96,Nevada
CUST_2563,Female,0,1,0,28,Month-to-month,DSL,67.24,1883.52,Ohio
CUST_2564,Female,0,1,0,67,Month-to-month,fibre optic,50.29,3372.24,Ohio
CUST_2565,Female,0,0,0,40,Two years,DSL,80.89,3270.9,Rhode Island
CUST_2566,Female,0,0,0,60,Month-to-month,fibre optic,33.76,2070.48,Connecticut
CUST_2567,Female,0,0,0,69,Month-to-month,DSL,101.8,7023.33,Pennsylvania
CUST_2568,Male,0,0,1,52,Two years,fibre optic,73.0,3809.02,Maine
CUST_2569,Male,0,1,1,42,One year,fibre optic,67.73,2869.92,South Carolina
CUST_2570,Female,0,0,0,5,One year, None,69.76,374.84,Alabama
CUST_2571,Female,0,1,1,33,Month-to-month,fibre optic,93.59,3094.93,New Mexico
CUST_2572,Male,0,0,1,8,Month-to-month,fibre optic,41.04,318.29,Texas
CUST_2573,Male,0,0,0,22,Month-to-month,DSL,110.86,2467.7,Ohio
CUST_2574,Male,0,1,0,26,Two years,DSL,51.04,1334.89,South Dakota
CUST_2575,Female,1,1,0,51,Month-to-month,DSL,91.41,4655.65,Utah
CUST_2576,Female,1,0,0,40,Month-to-month, None,97.99,3928.94,Arkansas
CUST_2577,Male,0,0,0,56,Month-to-month,fibre optic,101.23,5715.32,Nevada
CUST_2578,Female,0,0,0,62,Month-to-month,fibre optic,65.38,4063.73,Delaware
CUST_2579,Female,0,0,0,21,Two years,fibre optic,82.76,1779.26,Delaware
CUST_2580,Male,0,0,0,17,One year,fibre optic,38.61,690.52,Arkansas
CUST_2581,Male,0,0,0,68,One year,fibre optic,81.48,5571.78,Tennessee
CUST_2582,Male,1,0,0,39,Month-to-month,fibre optic,31.6,1225.92,West Virginia
CUST_2583,Male,0,1,0,38,One year,fibre optic,63.42,2396.02,Kansas
CUST_2584,Male,1,0,0,24,Two years,fibre optic,41.85,1049.19,Virginia
CUST_2585,Female,0,0,1,42,Month-to-month,fibre optic,71.02,3022.38,New Hampshire
CUST_2586,Male,0,1,1,57,Month-to-month,fibre optic,44.51,2549.53,Rhode Island
CUST_2587,Male,0,0,1,12,Month-to-month,fibre optic,88.48,1046.22,Michigan
CUST_2588,Female,0,0,0,12,Month-to-month,DSL,108.83,1315.41,Wyoming
CUST_2589,Male,0,0,1,50,Month-to-month,DSL,117.14,5904.9,Pennsylvania
CUST_2590,Male,0,1,0,54,Month-to-month,fibre optic,49.83,2670.97,Rhode Island
CUST_2591,Male,0,0,0,37,One year, None,33.63,1234.78,Alaska
CUST_2592,Male,0,0,1,8,Month-to-month,fibre optic,54.03,435.55,Florida
CUST_2593,Male,0,0,0,36,Month-to-month, None,114.45,4125.87,Wisconsin
CUST_2594,Male,0,1,1,25,Two years,fibre optic,87.64,2176.57,Montana
CUST_2595,Female,0,0,0,69,Month-to-month,DSL,47.41,3284.89,Connecticut
CUST_2596,Female,1,0,0,5,Month-to-month, None,70.07,335.53,Maryland
CUST_2597,Female,0,0,0,54,Two years,fibre optic,72.23,3933.94,Mississippi
CUST_2598,Male,0,0,0,32,Month-to-month,DSL,42.28,1374.14,Alaska
CUST_2599,Male,0,0,1,21,Month-to-month,fibre optic,85.63,1803.98,North Dakota
CUST_2600,Female,0,1,0,19,Month-to-month,DSL,31.19,607.75,Washington
CUST_2601,Male,0,1,0,58,Two years,fibre optic,66.75,3908.36,Wyoming
CUST_2602,Female,0,1,0,49,Month-to-month,DSL,80.08,3973.49,Iowa
CUST_2603,Female,0,1,0,61,Month-to-month,fibre optic,80.52,4895.06,Oklahoma
CUST_2604,Female,0,1,0,37,Month-to-month,fibre optic,67.05,2496.13,Iowa
CUST_2605,Female,0,0,1,65,One year,fibre optic,70.36,4578.26,Colorado
CUST_2606,Female,0,0,0,32,Month-to-month,fibre optic,42.02,1335.02,Arkansas
CUST_2607,Female,0,1,0,32,Month-to-month,fibre optic,77.86,2523.38,Louisiana
CUST_2608,Female,0,0,0,47,Month-to-month, None,78.79,3685.53,Vermont
CUST_2609,Male,0,1,0,35,Month-to-month,fibre optic,114.3,3981.97,Vermont
CUST_2610,Male,0,0,0,24,Month-to-month, None,31.17,776.32,California
CUST_2611,Female,1,0,0,58,One year,fibre optic,100.65,5857.43,Wisconsin
CUST_2612,Male,1,1,0,68,One year,DSL,111.68,7620.98,New York
CUST_2613,Female,0,0,0,21,Month-to-month,DSL,64.93,1356.13,Utah
CUST_2614,Male,0,0,1,20,Two years,fibre optic,84.96,1732.28,Virginia
CUST_2615,Female,1,1,1,3,Month-to-month,fibre optic,112.2,332.89,Maine
CUST_2616,Female,0,0,1,53,Month-to-month,fibre optic,49.99,2671.65,Kansas
CUST_2617,Male,0,0,0,48,Two years,fibre optic,91.44,4391.77,New Jersey
CUST_2618,Male,0,0,1,62,One year,DSL,34.14,2102.17,North Dakota
CUST_2619,Female,0,1,1,69,Month-to-month,fibre optic,35.68,2469.53,Oregon
CUST_2620,Male,0,1,0,30,One year,fibre optic,42.78,1292.84,New Mexico
CUST_2621,Female,0,1,0,24,One year,DSL,49.15,1205.93,West Virginia
CUST_2622,Female,0,1,0,68,Two years,DSL,99.57,6809.59,Nebraska
CUST_2623,Male,0,0,0,70,One year,DSL,90.38,6332.23,Georgia
CUST_2624,Male,0,1,1,29,One year,fibre optic,102.26,2996.48,Georgia
CUST_2625,Female,0,0,1,51,Month-to-month,fibre optic,86.25,4424.95,Arizona
CUST_2626,Female,0,1,0,48,Month-to-month,DSL,76.9,3694.36,Idaho
CUST_2627,Male,1,0,0,35,Two years,fibre optic,37.97,1358.8,Florida
CUST_2628,Male,0,0,0,17,Month-to-month,DSL,62.25,1099.91,Maine
CUST_2629,Male,1,0,1,15,Two years,DSL,38.08,619.51,Mississippi
CUST_2630,Female,0,1,0,6,Two years, None,82.45,541.54,California
CUST_2631,Male,1,1,1,43,Month-to-month,fibre optic,80.79,3457.03,Montana
CUST_2632,Male,0,1,1,21,One year,fibre optic,79.89,1698.48,Maryland
CUST_2633,Male,0,1,0,26,One year,fibre optic,116.41,3040.02,Maryland
CUST_2634,Male,1,0,1,34,Month-to-month,fibre optic,112.15,3845.53,Tennessee
CUST_2635,Female,0,0,0,38,Month-to-month,fibre optic,37.73,1438.95,Louisiana
CUST_2636,Female,0,1,1,40,Month-to-month,fibre optic,88.8,3571.15,Arkansas
CUST_2637,Female,0,0,1,3,Month-to-month,fibre optic,39.75,153.0,Minnesota
CUST_2638,Male,0,1,1,4,Month-to-month,fibre optic,85.49,377.69,Delaware
CUST_2639,Female,0,0,0,7,Month-to-month, None,50.01,376.01,North Carolina
CUST_2640,Female,1,0,0,16,Month-to-month,DSL,98.72,1603.37,New Mexico
CUST_2641,Male,0,1,0,23,Month-to-month,fibre optic,99.99,2338.8,North Dakota
CUST_2642,Female,0,0,0,16,Month-to-month,fibre optic,67.27,1060.27,Tennessee
CUST_2643,Male,0,0,0,23,Two years,fibre optic,83.5,1968.17,Wisconsin
CUST_2644,Female,1,0,1,6,Two years,DSL,77.0,502.11,Mississippi
CUST_2645,Male,0,1,0,10,One year,fibre optic,42.62,471.76,Michigan
CUST_2646,Male,0,0,1,22,Month-to-month, None,44.29,996.98,Delaware
CUST_2647,Female,1,1,0,35,Two years,fibre optic,97.74,3434.82,Kansas
CUST_2648,Male,0,1,0,21,One year, None,37.61,796.01,New Hampshire
CUST_2649,Female,0,1,0,50,Month-to-month,fibre optic,90.69,4518.43,Florida
CUST_2650,Female,0,0,0,47,One year,fibre optic,53.37,2496.09,Tennessee
CUST_2651,Male,0,1,0,14,One year,DSL,53.12,780.13,South Dakota
CUST_2652,Male,0,0,1,55,Month-to-month,DSL,102.5,5644.55,Louisiana
CUST_2653,Male,0,0,1,42,Month-to-month, None,69.14,2939.44,Idaho
CUST_2654,Female,0,1,1,20,Month-to-month,fibre optic,93.54,1886.49,Idaho
CUST_2655,Female,0,1,0,50,Month-to-month,fibre optic,113.21,5654.32,Delaware
CUST_2656,Male,0,1,0,69,Month-to-month,fibre optic,77.83,5394.93,North Dakota
CUST_2657,Female,0,0,0,64,Month-to-month,fibre optic,90.31,5773.95,Missouri
CUST_2658,Male,0,0,0,2,Month-to-month,DSL,33.63,107.29,New Hampshire
CUST_2659,Male,0,1,0,54,One year,fibre optic,60.86,3272.61,Colorado
CUST_2660,Male,0,1,0,5,Month-to-month,DSL,83.98,404.82,Nebraska
CUST_2661,Female,0,1,0,10,Month-to-month,fibre optic,85.33,884.02,Oregon
CUST_2662,Male,0,1,1,67,Month-to-month,fibre optic,119.52,8009.29,Arizona
CUST_2663,Male,1,1,1,15,Month-to-month,fibre optic,60.23,885.35,Indiana
CUST_2664,Female,0,0,0,55,Month-to-month,DSL,72.71,4037.79,New Hampshire
CUST_2665,Male,0,0,1,43,Month-to-month,DSL,58.99,2540.12,West Virginia
CUST_2666,Male,0,1,0,57,One year,fibre optic,34.45,2010.74,North Dakota
CUST_2667,Female,0,1,0,53,Month-to-month,fibre optic,90.68,4792.52,Virginia
CUST_2668,Female,1,0,0,62,Month-to-month,fibre optic,41.42,2557.44,Tennessee
CUST_2669,Female,0,0,0,16,Month-to-month,fibre optic,37.58,631.86,Florida
CUST_2670,Female,0,0,0,66,Two years,DSL,75.67,5039.69,Utah
CUST_2671,Female,0,0,1,69,Month-to-month,fibre optic,39.6,2740.48,Louisiana
CUST_2672,Female,0,1,0,52,Month-to-month,fibre optic,47.82,2485.88,Idaho
CUST_2673,Female,1,1,0,10,Month-to-month,fibre optic,94.64,937.1,Florida
CUST_2674,Female,1,0,0,8,Month-to-month,DSL,63.21,496.77,Arkansas
CUST_2675,Male,0,0,0,5,Two years,fibre optic,88.56,487.16,Wyoming
CUST_2676,Male,0,0,0,34,Month-to-month,DSL,116.65,3966.55,Arizona
CUST_2677,Female,0,0,0,65,One year,fibre optic,32.26,2106.05,New Hampshire
CUST_2678,Female,0,0,0,43,Month-to-month,fibre optic,118.55,5134.99,North Carolina
CUST_2679,Male,1,0,0,56,One year,fibre optic,58.35,3286.38,Iowa
CUST_2680,Male,0,1,0,71,Month-to-month, None,80.82,5759.82,Texas
CUST_2681,Male,0,1,0,3,Month-to-month, None,95.93,273.67,Rhode Island
CUST_2682,Female,0,0,0,39,Two years,DSL,47.89,1864.16,Idaho
CUST_2683,Female,1,0,0,25,Month-to-month, None,31.44,771.8,Ohio
CUST_2684,Male,0,0,0,28,One year, None,115.89,3290.75,Mississippi
CUST_2685,Male,0,1,1,32,Month-to-month,DSL,72.63,2371.06,Minnesota
CUST_2686,Male,0,0,0,49,Month-to-month,fibre optic,55.44,2717.2,Tennessee
CUST_2687,Female,0,1,1,32,Month-to-month,fibre optic,113.19,3607.61,West Virginia
CUST_2688,Female,0,0,0,17,Month-to-month,fibre optic,84.1,1450.51,Texas
CUST_2689,Male,1,0,0,44,One year,DSL,73.74,3228.75,Idaho
CUST_2690,Female,0,0,1,31,Two years, None,89.3,2782.24,Hawaii
CUST_2691,Male,0,1,1,28,One year, None,42.38,1168.8,South Carolina
CUST_2692,Male,1,1,1,52,Month-to-month,fibre optic,81.77,4262.73,Nebraska
CUST_2693,Female,0,0,0,63,One year,fibre optic,43.05,2695.0,Rhode Island
CUST_2694,Female,1,1,0,27,Two years,fibre optic,100.92,2731.73,Ohio
CUST_2695,Male,0,0,0,17,One year, None,87.94,1511.55,Arkansas
CUST_2696,Male,0,0,1,21,Month-to-month,DSL,49.2,1059.2,Florida
CUST_2697,Female,0,1,0,48,Month-to-month,fibre optic,116.41,5620.18,Wyoming
CUST_2698,Male,0,1,1,28,Month-to-month,fibre optic,90.6,2561.04,Colorado
CUST_2699,Female,0,1,0,4,Month-to-month,fibre optic,59.12,253.62,Rhode Island
CUST_2700,Male,0,1,0,43,Two years,fibre optic,49.35,2146.29,Minnesota
CUST_2701,Female,1,1,0,33,Month-to-month,fibre optic,85.83,2846.8,Georgia
CUST_2702,Female,0,1,0,40,One year,fibre optic,57.84,2297.0,Oregon
CUST_2703,Male,0,1,0,52,Month-to-month,fibre optic,107.95,5605.47,Vermont
CUST_2704,Male,0,0,0,55,Month-to-month,DSL,32.63,1834.07,Illinois
CUST_2705,Male,0,1,0,2,One year,DSL,87.5,178.31,Indiana
CUST_2706,Male,0,0,0,18,One year,DSL,87.24,1580.28,Alabama
CUST_2707,Male,1,0,1,37,Two years,fibre optic,68.1,2515.08,Illinois
CUST_2708,Male,0,0,0,63,One year,DSL,100.01,6334.5,Missouri
CUST_2709,Male,0,1,0,48,Month-to-month,fibre optic,43.84,2142.62,Minnesota
CUST_2710,Female,0,0,0,5,Month-to-month,DSL,43.05,195.44,Massachusetts
CUST_2711,Male,0,0,1,41,Month-to-month,fibre optic,112.19,4623.8,Arkansas
CUST_2712,Female,0,0,1,17,One year,fibre optic,114.09,1988.46,Michigan
CUST_2713,Female,0,1,1,47,Month-to-month,DSL,41.96,2005.5,Texas
CUST_2714,Male,0,1,1,62,Month-to-month,DSL,75.81,4740.2,Nebraska
CUST_2715,Female,0,1,0,2,Month-to-month,fibre optic,44.07,120.74,Nevada
CUST_2716,Male,0,1,1,38,One year,fibre optic,42.49,1656.34,West Virginia
CUST_2717,Male,0,0,1,25,Month-to-month, None,112.34,2794.11,Ohio
CUST_2718,Female,0,0,0,59,Month-to-month,fibre optic,91.43,5410.05,Virginia
CUST_2719,Male,0,0,0,32,Month-to-month,fibre optic,97.4,3102.79,Idaho
CUST_2720,Female,0,0,1,49,Month-to-month,fibre optic,103.04,5047.49,North Carolina
CUST_2721,Female,1,0,1,48,Month-to-month,fibre optic,96.47,4654.59,Alaska
CUST_2722,Male,0,0,0,45,One year,fibre optic,41.12,1857.4,Oklahoma
CUST_2723,Female,0,0,0,48,Month-to-month,DSL,66.78,3231.09,Hawaii
CUST_2724,Female,0,0,0,67,One year,fibre optic,117.86,7944.61,Florida
CUST_2725,Female,0,0,0,14,Month-to-month,fibre optic,63.66,893.07,Indiana
CUST_2726,Male,0,1,1,37,Month-to-month,DSL,59.94,2243.28,Illinois
CUST_2727,Male,0,1,0,23,One year,DSL,69.36,1576.2,North Dakota
CUST_2728,Female,0,0,0,37,Two years,fibre optic,60.41,2283.55,New Jersey
CUST_2729,Female,0,0,0,64,One year,fibre optic,100.18,6435.72,Delaware
CUST_2730,Male,0,0,0,55,Month-to-month,DSL,99.67,5527.61,Oklahoma
CUST_2731,Female,0,0,0,2,Month-to-month,fibre optic,98.48,245.56,Maryland
CUST_2732,Male,0,1,1,14,Month-to-month, None,92.44,1308.25,Michigan
CUST_2733,Female,0,1,0,8,Month-to-month,fibre optic,80.15,645.48,Maine
CUST_2734,Male,0,1,1,65,One year, None,100.9,6552.48,Delaware
CUST_2735,Female,0,0,1,67,Month-to-month,fibre optic,42.98,2897.84,Montana
CUST_2736,Male,0,1,1,42,Month-to-month,DSL,52.23,2238.2,Mississippi
CUST_2737,Female,1,0,0,10,One year,DSL,39.45,403.63,New Hampshire
CUST_2738,Male,0,0,1,43,Two years,fibre optic,76.23,3273.05,Pennsylvania
CUST_2739,Female,0,0,0,40,One year,fibre optic,41.37,1653.45,Oregon
CUST_2740,Male,0,1,0,61,Month-to-month, None,112.22,6844.73,Missouri
CUST_2741,Male,0,1,1,71,One year,DSL,100.61,7148.71,Utah
CUST_2742,Male,0,1,0,14,One year,fibre optic,104.44,1475.54,Wisconsin
CUST_2743,Male,0,1,0,23,One year,DSL,79.76,1861.93,Arizona
