customer_id,campaign_type,touch_count,clicks,conversions
CUST_1930,Push Notification,3,2,1
CUST_1931,SMS,5,0,0
CUST_1931,Email,5,1,0
CUST_1932,Promotion banner,3,0,0
CUST_1932,Push Notification,4,3,1
CUST_1933,Promotion banner,1,0,1
CUST_1933,Promotion banner,4,0,0
CUST_1933,Promotion banner,3,1,0
CUST_1934,SMS,4,0,1
CUST_1934,SMS,2,2,1
CUST_1934,Promotion banner,3,3,1
CUST_1934,Email,4,1,0
CUST_1935,SMS,3,3,1
CUST_1935,Promotion banner,5,2,0
CUST_1935,Email,1,3,1
CUST_1936,Promotion banner,5,3,0
CUST_1937,SMS,1,3,1
CUST_1937,Promotion banner,1,2,1
CUST_1937,Email,3,3,1
CUST_1937,Push Notification,5,2,1
CUST_1938,Promotion banner,4,1,0
CUST_1938,Promotion banner,2,0,0
CUST_1938,Email,1,1,1
CUST_1939,Promotion banner,1,1,1
CUST_1940,SMS,5,2,1
CUST_1940,Push Notification,1,0,1
CUST_1940,Email,2,3,0
CUST_1940,Push Notification,4,0,0
CUST_1941,Promotion banner,3,0,0
CUST_1942,Push Notification,3,0,0
CUST_1942,Push Notification,4,0,0
CUST_1942,Email,2,1,0
CUST_1942,Email,1,1,0
CUST_1943,Push Notification,4,3,1
CUST_1943,SMS,5,0,0
CUST_1943,Email,5,2,1
CUST_1944,SMS,2,1,0
CUST_1944,Email,3,1,0
CUST_1945,Push Notification,5,1,0
CUST_1946,Email,1,3,1
CUST_1947,Push Notification,3,3,0
CUST_1948,Push Notification,5,1,0
CUST_1948,Promotion banner,4,0,0
CUST_1948,SMS,5,0,0
CUST_1949,Push Notification,1,3,1
CUST_1949,Email,2,2,0
CUST_1949,SMS,5,0,1
CUST_1949,Email,4,1,0
CUST_1950,Push Notification,4,2,1
CUST_1951,SMS,3,2,1
CUST_1951,Push Notification,3,0,0
CUST_1951,Promotion banner,1,0,1
CUST_1952,Push Notification,3,2,0
CUST_1953,SMS,3,3,1
CUST_1953,SMS,2,1,0
CUST_1953,Email,4,3,1
CUST_1953,SMS,4,0,0
CUST_1954,Push Notification,3,0,1
CUST_1954,Push Notification,4,2,0
CUST_1954,Email,4,0,0
CUST_1955,Push Notification,3,1,0
CUST_1956,Push Notification,5,1,1
CUST_1956,Email,2,3,1
CUST_1956,SMS,2,2,1
CUST_1957,SMS,2,1,1
CUST_1957,Push Notification,2,1,1
CUST_1958,Promotion banner,3,3,0
CUST_1958,Push Notification,4,3,1
CUST_1958,SMS,3,2,0
CUST_1958,Email,3,3,0
CUST_1959,Promotion banner,2,1,1
CUST_1959,Email,5,0,0
CUST_1959,SMS,3,1,0
CUST_1960,Email,5,0,1
CUST_1960,Email,3,2,0
CUST_1960,Push Notification,3,3,1
CUST_1961,SMS,2,3,1
CUST_1961,SMS,1,3,1
CUST_1961,Promotion banner,2,1,0
CUST_1961,Push Notification,1,2,1
CUST_1962,Push Notification,5,1,0
CUST_1962,Email,5,3,1
CUST_1962,Promotion banner,1,3,1
CUST_1963,Email,5,0,1
CUST_1963,Promotion banner,1,2,0
CUST_1964,SMS,5,3,0
CUST_1964,Push Notification,3,1,0
CUST_1964,Promotion banner,1,0,0
CUST_1964,Push Notification,4,2,1
CUST_1965,Promotion banner,1,0,0
CUST_1966,SMS,2,0,1
CUST_1966,SMS,5,0,1
CUST_1966,Promotion banner,4,0,0
CUST_1967,Push Notification,5,0,1
CUST_1967,SMS,2,1,0
CUST_1967,SMS,2,0,0
CUST_1968,Promotion banner,3,1,0
CUST_1969,Push Notification,4,1,1
CUST_1970,SMS,5,2,0
CUST_1970,Email,1,3,1
CUST_1971,Email,1,2,0
CUST_1971,Push Notification,5,1,1
CUST_1971,Promotion banner,1,0,1
CUST_1971,Promotion banner,3,2,0
CUST_1972,SMS,2,3,1
CUST_1972,Push Notification,1,3,0
CUST_1973,Push Notification,3,2,1
CUST_1974,Push Notification,1,3,0
CUST_1974,SMS,1,1,0
CUST_1974,Push Notification,1,1,1
CUST_1974,SMS,4,2,0
CUST_1975,Promotion banner,3,3,1
CUST_1976,Email,1,1,0
CUST_1976,Push Notification,3,2,0
CUST_1976,Email,1,3,0
CUST_1976,Push Notification,1,0,0
CUST_1977,SMS,2,2,0
CUST_1977,Push Notification,2,0,0
CUST_1978,SMS,5,1,1
CUST_1978,Promotion banner,1,1,1
CUST_1978,Push Notification,1,2,1
CUST_1978,Push Notification,2,2,1
CUST_1979,Promotion banner,5,3,0
CUST_1979,Email,3,0,1
CUST_1979,Promotion banner,1,3,0
CUST_1980,SMS,3,3,1
CUST_1981,Push Notification,1,3,1
CUST_1981,Promotion banner,1,0,1
CUST_1981,Promotion banner,1,1,1
CUST_1982,Push Notification,2,3,0
CUST_1982,Promotion banner,5,2,1
CUST_1982,SMS,5,1,0
CUST_1982,Push Notification,5,2,0
CUST_1983,Push Notification,5,3,1
CUST_1983,Email,5,1,0
CUST_1984,Promotion banner,1,0,1
CUST_1984,Email,1,0,0
CUST_1984,SMS,4,3,1
CUST_1985,Email,4,0,0
CUST_1985,Push Notification,2,0,1
CUST_1985,Email,5,2,1
CUST_1986,Push Notification,4,0,0
CUST_1986,Email,2,3,1
CUST_1986,SMS,4,0,0
CUST_1986,Email,1,0,1
CUST_1987,SMS,5,2,1
CUST_1988,SMS,4,0,0
CUST_1988,Promotion banner,4,1,1
CUST_1988,SMS,3,3,1
CUST_1989,Email,1,0,0
CUST_1989,SMS,1,1,0
CUST_1990,SMS,4,0,1
CUST_1990,Push Notification,5,0,0
CUST_1990,Promotion banner,4,0,1
CUST_1990,Push Notification,1,3,1
CUST_1991,Push Notification,5,1,1
CUST_1991,Push Notification,4,3,0
CUST_1991,Promotion banner,2,0,0
CUST_1992,SMS,4,1,0
CUST_1993,SMS,1,3,1
CUST_1993,Email,4,3,0
CUST_1994,Email,1,1,1
CUST_1995,SMS,3,2,1
CUST_1995,SMS,1,3,0
CUST_1995,Push Notification,2,2,0
CUST_1996,Email,5,0,0
CUST_1996,Promotion banner,3,1,1
CUST_1997,Promotion banner,3,1,1
CUST_1998,Promotion banner,5,3,0
CUST_1998,Email,2,1,1
CUST_1998,Email,2,1,1
CUST_1999,Push Notification,4,0,0
CUST_1999,Promotion banner,4,0,0
CUST_1999,Email,2,1,1
CUST_1999,Promotion banner,1,3,0
CUST_2000,SMS,1,1,0
CUST_2000,Push Notification,4,2,0
CUST_2001,Push Notification,3,1,0
CUST_2002,Promotion banner,4,2,0
CUST_2002,Promotion banner,3,1,1
CUST_2003,Push Notification,4,1,1
CUST_2003,SMS,1,3,0
CUST_2003,SMS,5,2,0
CUST_2004,Push Notification,5,2,1
CUST_2004,Promotion banner,1,0,1
CUST_2005,SMS,3,0,0
CUST_2006,Push Notification,1,2,1
CUST_2007,Promotion banner,4,3,0
CUST_2008,Push Notification,4,2,0
CUST_2009,Promotion banner,5,0,0
CUST_2009,Email,5,2,1
CUST_2009,Promotion banner,5,2,1
CUST_2009,Push Notification,3,0,0
CUST_2010,Push Notification,4,0,1
CUST_2010,Promotion banner,1,0,1
CUST_2010,SMS,1,2,1
CUST_2010,SMS,2,3,1
CUST_2011,Email,3,0,0
CUST_2012,Push Notification,1,1,0
CUST_2013,Email,3,3,1
CUST_2013,Email,5,3,1
CUST_2014,Email,3,0,1
CUST_2014,Push Notification,4,0,0
CUST_2015,Promotion banner,5,3,1
CUST_2016,SMS,2,2,0
CUST_2016,Promotion banner,2,0,1
CUST_2017,Promotion banner,3,1,1
CUST_2017,Push Notification,5,3,0
CUST_2017,Push Notification,4,1,0
CUST_2017,Promotion banner,5,3,0
CUST_2018,Push Notification,3,2,1
CUST_2018,SMS,4,2,1
CUST_2018,Promotion banner,5,1,1
CUST_2019,Promotion banner,1,1,0
CUST_2019,SMS,3,1,1
CUST_2019,Promotion banner,1,2,1
CUST_2019,SMS,1,3,0
CUST_2020,Push Notification,2,0,0
CUST_2020,Promotion banner,4,0,0
CUST_2020,Email,5,0,0
CUST_2020,Promotion banner,4,0,1
CUST_2021,Push Notification,2,1,0
CUST_2022,Email,2,2,0
CUST_2023,SMS,2,0,0
CUST_2024,SMS,4,1,0
CUST_2025,Email,3,2,1
CUST_2025,Promotion banner,1,1,1
CUST_2026,Push Notification,5,3,0
CUST_2026,SMS,1,3,0
CUST_2026,SMS,3,0,0
CUST_2026,SMS,1,1,1
CUST_2027,Email,1,1,1
CUST_2027,Email,3,2,1
CUST_2028,SMS,4,2,0
CUST_2029,Email,1,1,1
CUST_2029,Push Notification,1,0,1
CUST_2029,SMS,3,0,1
CUST_2030,SMS,1,3,1
CUST_2030,SMS,2,3,0
CUST_2030,Promotion banner,5,2,0
CUST_2030,SMS,2,0,1
CUST_2031,Push Notification,3,0,1
CUST_2031,SMS,4,0,1
CUST_2032,Push Notification,4,0,1
CUST_2032,Email,5,0,0
CUST_2032,Push Notification,4,2,0
CUST_2032,Email,2,1,0
CUST_2033,Push Notification,4,2,0
CUST_2033,Promotion banner,4,3,1
CUST_2034,Push Notification,2,0,1
CUST_2034,SMS,4,3,0
CUST_2034,Push Notification,2,3,0
CUST_2035,SMS,2,3,0
CUST_2035,Push Notification,1,3,0
CUST_2035,SMS,5,2,1
CUST_2035,SMS,1,0,0
CUST_2036,SMS,4,1,1
CUST_2036,Email,1,3,0
CUST_2036,Promotion banner,3,0,1
CUST_2037,Push Notification,5,0,1
CUST_2037,Email,2,2,1
CUST_2037,Promotion banner,5,1,1
CUST_2037,Push Notification,4,2,0
CUST_2038,Push Notification,3,1,1
CUST_2039,SMS,4,0,0
CUST_2040,SMS,4,2,1
CUST_2040,SMS,4,0,1
CUST_2041,SMS,1,2,0
CUST_2041,Push Notification,3,0,0
CUST_2041,Email,3,1,0
CUST_2041,Push Notification,1,0,0
CUST_2042,SMS,5,0,0
CUST_2043,SMS,5,3,0
CUST_2043,Push Notification,2,1,0
CUST_2043,Promotion banner,3,1,1
CUST_2044,Email,4,3,1
CUST_2045,Push Notification,1,3,0
CUST_2045,Promotion banner,3,0,0
CUST_2045,Promotion banner,5,2,0
CUST_2045,Promotion banner,3,1,1
CUST_2046,SMS,2,0,1
CUST_2046,Promotion banner,3,2,1
CUST_2046,Email,3,3,1
CUST_2047,Promotion banner,4,2,0
CUST_2047,Email,1,2,0
CUST_2047,Promotion banner,2,0,1
CUST_2047,SMS,2,3,1
CUST_2048,Email,5,3,0
CUST_2049,SMS,1,0,1
CUST_2050,Push Notification,1,0,1
CUST_2050,SMS,1,1,1
CUST_2050,Push Notification,2,1,1
CUST_2050,Push Notification,2,2,0
CUST_2051,Email,4,1,1
CUST_2051,Email,4,0,0
CUST_2051,SMS,1,0,1
CUST_2051,Promotion banner,2,2,1
CUST_2052,Push Notification,1,2,1
CUST_2053,Push Notification,3,1,0
CUST_2054,Promotion banner,5,2,1
CUST_2055,Push Notification,5,2,0
CUST_2055,Promotion banner,1,0,1
CUST_2055,Promotion banner,2,1,0
CUST_2055,Promotion banner,4,1,1
CUST_2056,Push Notification,2,3,0
CUST_2056,Push Notification,3,1,0
CUST_2056,Email,3,1,0
CUST_2057,Email,4,2,1
CUST_2058,Push Notification,3,2,0
CUST_2058,Push Notification,5,3,0
CUST_2059,Email,1,0,1
CUST_2060,Push Notification,4,3,1
CUST_2061,Promotion banner,5,3,1
CUST_2061,Push Notification,4,0,1
CUST_2062,Promotion banner,3,1,0
CUST_2063,Push Notification,2,1,1
CUST_2063,Email,2,0,0
CUST_2063,SMS,3,1,1
CUST_2063,Push Notification,1,2,1
CUST_2064,Promotion banner,2,0,0
CUST_2065,Push Notification,5,1,1
CUST_2065,Push Notification,4,3,1
CUST_2065,Push Notification,2,2,1
CUST_2066,Email,4,3,1
CUST_2067,SMS,3,0,1
CUST_2068,Promotion banner,4,0,1
CUST_2069,Push Notification,4,1,1
CUST_2069,Promotion banner,1,3,1
CUST_2069,SMS,2,2,0
CUST_2069,Promotion banner,4,0,1
CUST_2070,SMS,5,2,1
CUST_2070,Email,4,0,0
CUST_2070,Push Notification,4,2,0
CUST_2071,SMS,5,3,1
CUST_2072,Promotion banner,3,2,0
CUST_2072,SMS,3,3,0
CUST_2072,Push Notification,3,0,1
CUST_2073,Promotion banner,3,2,0
CUST_2074,SMS,1,2,0
CUST_2074,Push Notification,2,3,1
CUST_2074,Push Notification,3,2,0
CUST_2074,Email,5,1,1
CUST_2075,Email,2,3,0
CUST_2075,SMS,3,1,1
CUST_2075,SMS,3,0,0
CUST_2075,Email,4,3,0
CUST_2076,Push Notification,2,0,0
CUST_2077,SMS,3,0,0
CUST_2077,Push Notification,3,3,0
CUST_2077,SMS,3,2,0
CUST_2077,Push Notification,3,1,0
CUST_2078,SMS,2,3,0
CUST_2078,Email,1,0,1
CUST_2078,SMS,4,1,1
CUST_2079,Email,3,0,0
CUST_2079,Email,5,1,1
CUST_2079,Push Notification,3,3,0
CUST_2080,Push Notification,3,2,1
CUST_2080,SMS,3,2,1
CUST_2080,Promotion banner,4,3,1
CUST_2081,SMS,2,3,1
CUST_2081,Email,2,3,0
CUST_2081,SMS,2,3,0
CUST_2082,Email,2,0,0
CUST_2082,Email,3,2,0
CUST_2082,SMS,5,3,1
CUST_2082,Promotion banner,4,3,0
CUST_2083,SMS,4,0,1
CUST_2083,Promotion banner,2,2,1
CUST_2083,Push Notification,5,0,0
CUST_2083,Promotion banner,5,1,0
CUST_2084,Push Notification,5,3,1
CUST_2084,Email,2,2,1
CUST_2084,SMS,4,3,0
CUST_2084,Push Notification,5,1,1
CUST_2085,Push Notification,4,2,0
CUST_2086,Push Notification,3,2,1
CUST_2087,Push Notification,2,0,0
CUST_2088,Push Notification,4,0,1
CUST_2089,Email,2,3,0
CUST_2090,Promotion banner,5,3,0
CUST_2090,Promotion banner,5,1,0
CUST_2090,Promotion banner,4,1,0
CUST_2090,SMS,4,0,0
CUST_2091,Push Notification,3,3,0
CUST_2092,Email,3,2,1
CUST_2092,SMS,1,0,0
CUST_2093,SMS,1,1,0
CUST_2093,Promotion banner,4,0,0
CUST_2094,SMS,3,0,0
CUST_2094,Push Notification,5,3,0
CUST_2094,Email,5,1,0
CUST_2095,SMS,2,3,1
CUST_2095,Promotion banner,4,2,0
CUST_2095,SMS,3,2,1
CUST_2095,SMS,5,1,0
CUST_2096,Email,4,1,1
CUST_2097,Email,2,2,1
CUST_2097,Push Notification,1,0,1
CUST_2097,Push Notification,5,1,1
CUST_2097,Email,5,3,1
CUST_2098,Promotion banner,2,2,1
CUST_2098,SMS,3,0,0
CUST_2098,Promotion banner,3,3,1
CUST_2099,Promotion banner,4,1,1
CUST_2099,Email,3,2,1
CUST_2099,Push Notification,1,2,0
CUST_2099,Promotion banner,1,0,0
CUST_2100,SMS,3,1,0
CUST_2100,SMS,1,2,0
CUST_2100,SMS,3,3,0
CUST_2101,Email,2,3,1
CUST_2101,SMS,1,0,1
CUST_2101,SMS,5,3,0
CUST_2102,Email,1,2,0
CUST_2103,Promotion banner,2,3,0
CUST_2104,SMS,4,2,1
CUST_2104,Push Notification,5,2,0
CUST_2105,Promotion banner,3,1,1
CUST_2105,Email,3,2,1
CUST_2106,Email,4,1,1
CUST_2106,Email,5,3,1
CUST_2106,SMS,4,1,1
CUST_2107,Push Notification,1,1,0
CUST_2107,Push Notification,4,2,0
CUST_2107,Promotion banner,3,2,1
CUST_2107,Email,5,2,1
CUST_2108,Push Notification,2,0,0
CUST_2108,Email,2,1,0
CUST_2108,Promotion banner,2,3,1
CUST_2108,Email,1,0,1
CUST_2109,Email,5,1,0
CUST_2109,Email,3,0,0
CUST_2110,SMS,2,2,0
CUST_2111,Email,4,0,0
CUST_2111,Push Notification,3,0,0
CUST_2111,Email,4,2,0
CUST_2112,SMS,3,2,0
CUST_2112,Promotion banner,2,0,1
CUST_2113,Email,4,0,0
CUST_2114,Email,4,0,0
CUST_2114,Push Notification,4,1,0
CUST_2114,Push Notification,3,2,1
CUST_2115,Promotion banner,5,0,0
CUST_2116,Promotion banner,1,2,0
CUST_2117,Push Notification,3,3,0
CUST_2117,Push Notification,3,1,0
CUST_2117,SMS,4,0,1
CUST_2117,Push Notification,2,2,1
CUST_2118,SMS,4,0,1
CUST_2118,Email,3,3,0
CUST_2118,SMS,2,1,0
CUST_2118,Promotion banner,1,0,1
CUST_2119,Push Notification,2,2,0
CUST_2120,SMS,2,3,1
CUST_2120,Push Notification,4,1,0
CUST_2121,Promotion banner,2,3,1
CUST_2121,SMS,5,2,1
CUST_2121,Promotion banner,3,0,0
CUST_2121,Push Notification,5,1,0
CUST_2122,SMS,4,0,1
CUST_2123,Promotion banner,3,2,0
CUST_2124,Push Notification,1,2,1
CUST_2124,Email,4,2,1
CUST_2124,Push Notification,3,3,0
CUST_2124,Promotion banner,5,1,0
CUST_2125,Push Notification,4,3,1
CUST_2125,Email,4,0,1
CUST_2126,Push Notification,5,3,0
CUST_2126,Promotion banner,3,3,0
CUST_2126,Push Notification,5,3,0
CUST_2127,Push Notification,3,0,0
CUST_2128,Push Notification,1,2,0
CUST_2128,Promotion banner,2,2,0
CUST_2129,Email,4,0,0
CUST_2129,Promotion banner,3,0,0
CUST_2129,Push Notification,5,0,1
CUST_2130,Email,3,1,1
CUST_2130,Push Notification,2,2,0
CUST_2130,Push Notification,5,1,1
CUST_2130,SMS,2,0,0
CUST_2131,Promotion banner,3,2,0
CUST_2131,Push Notification,2,0,0
CUST_2132,SMS,5,1,1
CUST_2132,Email,4,3,1
CUST_2132,Email,2,0,0
CUST_2132,Push Notification,3,2,1
CUST_2133,SMS,2,2,1
CUST_2133,Email,2,3,0
CUST_2134,Email,5,2,0
CUST_2134,Email,2,0,1
CUST_2134,Push Notification,3,1,0
CUST_2135,Email,5,0,1
CUST_2135,SMS,1,0,1
CUST_2135,Email,4,1,0
CUST_2135,Promotion banner,4,0,1
CUST_2136,Promotion banner,1,0,0
CUST_2136,Push Notification,1,0,1
CUST_2136,Promotion banner,3,1,1
CUST_2137,SMS,2,3,1
CUST_2137,Promotion banner,1,3,0
CUST_2137,SMS,1,3,1
CUST_2138,Email,1,3,1
CUST_2139,SMS,2,0,0
CUST_2139,Promotion banner,2,0,0
CUST_2139,Email,1,3,1
CUST_2139,Promotion banner,4,1,0
CUST_2140,SMS,2,0,1
CUST_2140,Email,2,3,1
CUST_2141,Email,5,0,0
CUST_2141,Promotion banner,2,0,0
CUST_2142,SMS,3,3,1
CUST_2142,Push Notification,3,3,0
CUST_2142,Push Notification,5,1,0
CUST_2143,SMS,5,0,1
CUST_2143,SMS,2,3,1
CUST_2143,Promotion banner,4,2,1
CUST_2143,Promotion banner,4,3,1
CUST_2144,SMS,4,0,1
CUST_2145,Email,2,0,1
CUST_2145,Push Notification,1,0,1
CUST_2145,Promotion banner,2,0,1
CUST_2145,Promotion banner,2,0,0
CUST_2146,Email,4,1,1
CUST_2146,Push Notification,3,0,0
CUST_2147,Email,1,3,1
CUST_2147,Promotion banner,3,1,0
CUST_2147,Email,2,2,0
CUST_2148,Email,3,0,1
CUST_2149,Email,4,0,0
CUST_2149,Push Notification,3,2,1
CUST_2150,Promotion banner,3,1,1
CUST_2151,Promotion banner,4,0,1
CUST_2151,Promotion banner,1,1,1
CUST_2151,Promotion banner,2,2,0
CUST_2152,Promotion banner,1,0,1
CUST_2153,SMS,1,3,1
CUST_2153,Email,3,2,1
CUST_2153,Push Notification,2,3,1
CUST_2153,Email,3,1,1
CUST_2154,Email,4,2,1
CUST_2155,Push Notification,2,0,1
CUST_2156,Email,3,3,1
CUST_2157,Push Notification,3,3,0
CUST_2157,SMS,4,2,0
CUST_2157,SMS,1,3,1
CUST_2158,Push Notification,1,2,1
CUST_2158,Push Notification,3,2,0
CUST_2158,SMS,5,1,1
CUST_2159,Promotion banner,5,0,0
CUST_2159,Email,1,2,1
CUST_2159,Push Notification,5,2,0
CUST_2159,Email,4,3,0
CUST_2160,Promotion banner,4,2,1
CUST_2160,Email,2,1,1
CUST_2161,SMS,3,0,1
CUST_2161,Push Notification,5,0,0
CUST_2161,Push Notification,2,2,1
CUST_2162,Email,2,0,0
CUST_2162,Promotion banner,5,1,1
CUST_2162,Promotion banner,4,1,0
CUST_2162,Push Notification,1,1,1
CUST_2163,Promotion banner,3,2,1
CUST_2163,Push Notification,4,0,1
CUST_2163,Promotion banner,5,3,0
CUST_2164,Promotion banner,5,0,0
CUST_2164,SMS,5,2,1
CUST_2165,Email,2,2,0
CUST_2166,Promotion banner,1,0,0
CUST_2166,Push Notification,4,3,1
CUST_2166,Push Notification,1,0,1
CUST_2167,SMS,2,3,0
CUST_2167,SMS,1,0,1
CUST_2167,Email,4,3,1
CUST_2167,Push Notification,1,0,1
CUST_2168,SMS,4,2,1
CUST_2168,Promotion banner,1,1,0
CUST_2168,Email,4,2,0
CUST_2168,Push Notification,3,0,1
CUST_2169,Push Notification,4,0,1
CUST_2169,SMS,2,3,1
CUST_2169,Email,2,2,0
CUST_2169,Email,4,3,0
CUST_2170,Email,1,0,1
CUST_2170,SMS,4,0,1
CUST_2171,Promotion banner,3,2,0
CUST_2171,Promotion banner,3,0,0
CUST_2172,Push Notification,2,3,0
CUST_2172,Email,4,0,0
CUST_2172,Email,5,3,0
CUST_2172,Push Notification,3,0,1
CUST_2173,Email,4,3,1
CUST_2173,Promotion banner,3,1,0
CUST_2173,Push Notification,3,0,1
CUST_2174,Promotion banner,5,3,1
CUST_2174,SMS,4,0,0
CUST_2175,Push Notification,2,1,0
CUST_2175,Push Notification,4,3,0
CUST_2175,Promotion banner,5,0,1
CUST_2175,Promotion banner,3,1,0
CUST_2176,SMS,2,2,1
CUST_2177,Email,4,3,0
CUST_2178,Email,2,3,1
CUST_2179,Promotion banner,4,3,1
CUST_2179,Promotion banner,2,3,1
CUST_2179,Push Notification,2,1,0
CUST_2180,Promotion banner,5,1,0
CUST_2180,SMS,1,1,0
CUST_2181,Promotion banner,2,1,0
CUST_2182,Promotion banner,4,3,0
CUST_2183,Promotion banner,5,0,0
CUST_2184,SMS,4,1,1
CUST_2185,Push Notification,1,3,0
CUST_2186,SMS,1,1,0
CUST_2186,Email,1,2,1
CUST_2187,Promotion banner,4,1,1
CUST_2187,Promotion banner,3,1,0
CUST_2187,Email,5,2,0
CUST_2188,Push Notification,2,3,1
CUST_2188,SMS,1,2,0
CUST_2188,Email,5,1,0
CUST_2188,Email,2,0,0
CUST_2189,Push Notification,5,0,1
CUST_2189,SMS,4,0,0
CUST_2189,Email,1,3,1
CUST_2189,SMS,5,0,1
CUST_2190,Push Notification,2,1,0
CUST_2190,Email,5,3,1
CUST_2190,Email,4,2,1
CUST_2190,Push Notification,1,3,0
CUST_2191,Push Notification,3,2,1
CUST_2191,Push Notification,3,3,0
CUST_2191,Push Notification,5,1,0
CUST_2191,Email,5,1,0
CUST_2192,Push Notification,3,1,1
CUST_2192,Promotion banner,5,1,1
CUST_2193,Push Notification,3,2,1
CUST_2193,Promotion banner,1,0,1
CUST_2193,Email,5,0,1
CUST_2194,Promotion banner,3,0,1
CUST_2194,SMS,3,2,1
CUST_2194,Email,3,2,1
CUST_2194,Promotion banner,2,2,1
CUST_2195,Email,5,0,1
CUST_2195,Email,4,0,1
CUST_2195,SMS,2,1,0
CUST_2196,SMS,5,2,0
CUST_2196,Email,2,0,0
CUST_2197,Promotion banner,2,2,0
CUST_2197,SMS,4,0,0
CUST_2198,SMS,5,0,1
CUST_2198,Push Notification,5,3,0
CUST_2198,Push Notification,1,0,1
CUST_2199,Push Notification,2,3,1
CUST_2199,Email,5,0,0
CUST_2199,SMS,3,3,1
CUST_2199,SMS,1,1,1
CUST_2200,SMS,3,2,1
CUST_2200,Email,4,1,1
CUST_2201,Promotion banner,3,2,0
CUST_2201,SMS,5,2,0
CUST_2201,Promotion banner,4,2,1
CUST_2202,Promotion banner,5,1,0
CUST_2203,Push Notification,4,0,0
CUST_2203,Promotion banner,5,2,0
CUST_2203,SMS,4,2,0
CUST_2204,Push Notification,4,1,0
CUST_2204,Email,1,1,1
CUST_2205,Email,5,1,0
CUST_2205,Push Notification,5,0,1
CUST_2206,SMS,5,3,0
CUST_2206,Email,2,2,0
CUST_2207,Promotion banner,4,0,1
CUST_2207,Email,5,2,0
CUST_2208,Promotion banner,2,3,0
CUST_2209,Promotion banner,1,1,0
CUST_2209,Email,1,2,1
CUST_2210,SMS,5,2,1
CUST_2211,Promotion banner,4,2,0
CUST_2211,Promotion banner,5,0,1
CUST_2211,Promotion banner,1,2,0
CUST_2211,SMS,1,3,1
CUST_2212,Push Notification,1,0,1
CUST_2212,Push Notification,1,0,1
CUST_2212,Push Notification,4,2,0
CUST_2213,Email,5,2,1
CUST_2213,Promotion banner,1,2,0
CUST_2213,SMS,2,1,0
CUST_2214,Push Notification,1,0,1
CUST_2215,Push Notification,5,0,0
CUST_2215,Promotion banner,5,2,0
CUST_2215,Email,3,3,1
CUST_2215,SMS,4,2,0
CUST_2216,Promotion banner,4,0,0
CUST_2216,Email,3,0,0
CUST_2216,Email,5,2,0
CUST_2216,Email,1,2,0
CUST_2217,Email,4,3,0
CUST_2217,Promotion banner,2,3,0
CUST_2218,SMS,3,2,0
CUST_2219,Email,4,0,1
CUST_2219,Promotion banner,3,1,0
CUST_2219,Promotion banner,4,2,1
CUST_2219,Push Notification,3,1,0
CUST_2220,Promotion banner,4,2,0
CUST_2220,Push Notification,4,3,1
CUST_2220,Email,3,1,1
CUST_2221,Push Notification,1,0,0
CUST_2221,SMS,2,3,1
CUST_2222,SMS,4,2,0
CUST_2222,Push Notification,2,0,1
CUST_2223,SMS,5,0,0
CUST_2223,SMS,5,2,1
CUST_2223,Push Notification,5,2,0
CUST_2224,SMS,3,3,0
CUST_2224,SMS,2,2,0
CUST_2224,Promotion banner,5,1,0
CUST_2224,Push Notification,3,2,1
CUST_2225,Email,3,2,0
CUST_2225,Promotion banner,2,0,1
CUST_2226,SMS,4,2,0
CUST_2226,Push Notification,1,0,1
CUST_2226,Email,5,1,1
CUST_2226,Email,2,1,1
CUST_2227,Email,3,2,1
CUST_2227,SMS,3,0,1
CUST_2227,Promotion banner,4,3,0
CUST_2227,Promotion banner,4,1,0
CUST_2228,Push Notification,1,1,1
CUST_2228,Email,4,0,0
CUST_2228,SMS,3,1,0
CUST_2228,Email,2,2,0
CUST_2229,SMS,2,0,1
CUST_2229,Promotion banner,2,1,0
CUST_2229,Promotion banner,4,3,1
CUST_2229,Email,2,3,0
CUST_2230,Push Notification,1,2,0
CUST_2230,Push Notification,5,2,1
CUST_2230,Email,2,0,1
CUST_2230,Push Notification,4,2,0
CUST_2231,Email,5,0,1
CUST_2232,Email,4,3,0
CUST_2232,Email,4,2,1
CUST_2232,Promotion banner,1,3,0
CUST_2232,Promotion banner,2,3,0
CUST_2233,Push Notification,4,1,0
CUST_2233,Push Notification,1,3,1
CUST_2233,SMS,1,1,1
CUST_2233,Push Notification,4,0,1
CUST_2234,Push Notification,5,0,1
CUST_2234,Push Notification,3,3,0
CUST_2235,SMS,5,1,1
CUST_2235,Push Notification,3,1,1
CUST_2235,Promotion banner,1,3,0
CUST_2236,SMS,1,0,0
CUST_2236,Push Notification,3,1,0
CUST_2236,Promotion banner,2,3,0
CUST_2237,Email,3,1,1
CUST_2237,Push Notification,5,0,0
CUST_2238,Email,2,0,1
CUST_2238,Email,2,3,1
CUST_2239,SMS,5,3,1
CUST_2239,SMS,5,2,0
CUST_2239,Email,5,0,1
CUST_2240,Email,2,2,0
CUST_2240,Push Notification,5,2,0
CUST_2240,Email,4,3,0
CUST_2240,Push Notification,5,1,0
CUST_2241,Push Notification,1,0,1
CUST_2241,Email,2,2,1
CUST_2241,SMS,4,1,1
CUST_2241,Email,2,3,0
CUST_2242,SMS,5,2,0
CUST_2243,Email,2,0,1
CUST_2243,SMS,2,1,1
